"Jahr";"Quartal";"Monat";"Betriebsart";"Tourismus_Ankünfte";"Tourismus_Übernachtungen";"Tourismus_Betriebe";"Tourismus_Betten"
"2011";"3. Quartal";"07";"Hotels";123659;260710;83;14841
"2011";"3. Quartal";"07";"Hotels garni";21928;46724;31;2631
"2011";"3. Quartal";"07";"Gasthöfe";1890;3718;17;320
"2011";"3. Quartal";"07";"Pensionen";4516;11028;40;811
"2011";"3. Quartal";"07";"Jugendherbergen";8679;19540;9;1028
"2011";"3. Quartal";"07";"sonstige";1340;4024;9;225
"2011";"3. Quartal";"08";"Hotels";137150;302727;83;14899
"2011";"3. Quartal";"08";"Hotels garni";23146;50954;30;2615
"2011";"3. Quartal";"08";"Gasthöfe";1881;3670;17;321
"2011";"3. Quartal";"08";"Pensionen";4877;11910;40;812
"2011";"3. Quartal";"08";"Jugendherbergen";8534;21208;9;1028
"2011";"3. Quartal";"08";"sonstige";1329;3556;9;225
"2011";"3. Quartal";"09";"Hotels";134600;280625;83;14996
"2011";"3. Quartal";"09";"Hotels garni";22281;49409;30;2634
"2011";"3. Quartal";"09";"Gasthöfe";1781;3807;17;321
"2011";"3. Quartal";"09";"Pensionen";4975;11940;40;816
"2011";"3. Quartal";"09";"Jugendherbergen";8136;18205;9;1028
"2011";"3. Quartal";"09";"sonstige";1183;2695;8;212
"2011";"4. Quartal";"10";"Hotels";131228;290616;84;15474
"2011";"4. Quartal";"10";"Hotels garni";25019;55580;31;3015
"2011";"4. Quartal";"10";"Gasthöfe";1874;3827;18;333
"2011";"4. Quartal";"10";"Pensionen";4981;12390;41;848
"2011";"4. Quartal";"10";"Jugendherbergen";7935;18546;9;1028
"2011";"4. Quartal";"10";"sonstige";1389;4260;10;243
"2011";"4. Quartal";"11";"Hotels";109361;211566;84;15468
"2011";"4. Quartal";"11";"Hotels garni";20022;38062;31;3015
"2011";"4. Quartal";"11";"Gasthöfe";1289;2374;17;323
"2011";"4. Quartal";"11";"Pensionen";3999;8577;42;860
"2011";"4. Quartal";"11";"Jugendherbergen";4775;8991;9;1028
"2011";"4. Quartal";"11";"sonstige";877;2794;10;247
"2011";"4. Quartal";"12";"Hotels";142205;279934;83;15436
"2011";"4. Quartal";"12";"Hotels garni";25165;46188;31;3015
"2011";"4. Quartal";"12";"Gasthöfe";1623;3325;17;323
"2011";"4. Quartal";"12";"Pensionen";4661;10545;42;869
"2011";"4. Quartal";"12";"Jugendherbergen";5992;11918;9;1025
"2011";"4. Quartal";"12";"sonstige";1196;3452;10;247
"2012";"1. Quartal";"01";"Hotels";61097;118922;82;15210
"2012";"1. Quartal";"01";"Hotels garni";11332;21785;31;3110
"2012";"1. Quartal";"01";"Gasthöfe";785;1471;15;305
"2012";"1. Quartal";"01";"Pensionen";2711;6377;39;837
"2012";"1. Quartal";"01";"Jugendherbergen";2607;5470;9;1025
"2012";"1. Quartal";"01";"sonstige";730;2312;11;233
"2012";"1. Quartal";"02";"Hotels";73509;143884;82;15289
"2012";"1. Quartal";"02";"Hotels garni";12070;23557;31;3110
"2012";"1. Quartal";"02";"Gasthöfe";945;1650;15;305
"2012";"1. Quartal";"02";"Pensionen";2541;6259;40;863
"2012";"1. Quartal";"02";"Jugendherbergen";3211;6830;9;1033
"2012";"1. Quartal";"02";"sonstige";948;2885;12;303
"2012";"1. Quartal";"03";"Hotels";104320;203382;83;15478
"2012";"1. Quartal";"03";"Hotels garni";20937;43012;31;3112
"2012";"1. Quartal";"03";"Gasthöfe";1152;2107;15;305
"2012";"1. Quartal";"03";"Pensionen";3417;8335;40;863
"2012";"1. Quartal";"03";"Jugendherbergen";5773;13748;9;1025
"2012";"1. Quartal";"03";"sonstige";1455;3905;12;304
"2012";"2. Quartal";"04";"Hotels";119258;258400;83;15212
"2012";"2. Quartal";"04";"Hotels garni";22624;50102;31;3112
"2012";"2. Quartal";"04";"Gasthöfe";1397;3285;16;315
"2012";"2. Quartal";"04";"Pensionen";4098;10523;42;891
"2012";"2. Quartal";"04";"Jugendherbergen";7172;17203;9;1026
"2012";"2. Quartal";"04";"sonstige";1842;4755;14;376
"2012";"2. Quartal";"05";"Hotels";133879;285561;83;15476
"2012";"2. Quartal";"05";"Hotels garni";25726;55704;31;3110
"2012";"2. Quartal";"05";"Gasthöfe";1754;3598;16;315
"2012";"2. Quartal";"05";"Pensionen";5046;12695;42;891
"2012";"2. Quartal";"05";"Jugendherbergen";8571;19624;9;1028
"2012";"2. Quartal";"05";"Campingplätze";960;2066;3;0
"2012";"2. Quartal";"05";"sonstige";2948;6269;12;387
"2012";"2. Quartal";"06";"Hotels";130454;270445;81;15375
"2012";"2. Quartal";"06";"Hotels garni";24228;52222;31;3113
"2012";"2. Quartal";"06";"Gasthöfe";1690;3407;16;315
"2012";"2. Quartal";"06";"Pensionen";4561;10805;42;876
"2012";"2. Quartal";"06";"Jugendherbergen";8626;19972;9;1028
"2012";"2. Quartal";"06";"Campingplätze";1137;3706;3;0
"2012";"2. Quartal";"06";"sonstige";2263;4870;12;389
"2012";"3. Quartal";"07";"Hotels";136303;287721;81;15779
"2012";"3. Quartal";"07";"Hotels garni";27797;56002;31;3150
"2012";"3. Quartal";"07";"Gasthöfe";1835;3531;16;316
"2012";"3. Quartal";"07";"Pensionen";4576;11427;42;892
"2012";"3. Quartal";"07";"Jugendherbergen";8926;22068;9;1032
"2012";"3. Quartal";"07";"Campingplätze";2375;6119;3;0
"2012";"3. Quartal";"07";"sonstige";1445;4613;12;391
"2012";"3. Quartal";"08";"Hotels";147197;314041;82;15924
"2012";"3. Quartal";"08";"Hotels garni";29337;59987;31;3150
"2012";"3. Quartal";"08";"Gasthöfe";1934;4007;16;316
"2012";"3. Quartal";"08";"Pensionen";4787;12031;42;892
"2012";"3. Quartal";"08";"Jugendherbergen";8351;18966;9;1032
"2012";"3. Quartal";"08";"Campingplätze";2822;7825;3;0
"2012";"3. Quartal";"08";"sonstige";1365;4513;12;391
"2012";"3. Quartal";"09";"Hotels";149925;315362;85;16627
"2012";"3. Quartal";"09";"Hotels garni";27232;58266;31;3152
"2012";"3. Quartal";"09";"Gasthöfe";1869;3944;16;316
"2012";"3. Quartal";"09";"Pensionen";5053;12523;45;931
"2012";"3. Quartal";"09";"Jugendherbergen";8201;18839;9;1032
"2012";"3. Quartal";"09";"Campingplätze";1277;2727;3;0
"2012";"3. Quartal";"09";"sonstige";1716;4456;14;411
"2012";"4. Quartal";"10";"Hotels";141736;307018;85;16518
"2012";"4. Quartal";"10";"Hotels garni";25287;55369;31;3150
"2012";"4. Quartal";"10";"Gasthöfe";1939;3999;15;304
"2012";"4. Quartal";"10";"Pensionen";4767;12034;43;920
"2012";"4. Quartal";"10";"Jugendherbergen";7849;18109;9;1032
"2012";"4. Quartal";"10";"Campingplätze";0;0;2;0
"2012";"4. Quartal";"10";"sonstige";1889;5788;14;415
"2012";"4. Quartal";"11";"Hotels";115533;213465;85;16519
"2012";"4. Quartal";"11";"Hotels garni";19774;38478;31;2947
"2012";"4. Quartal";"11";"Gasthöfe";1346;2334;14;294
"2012";"4. Quartal";"11";"Pensionen";3764;8401;42;901
"2012";"4. Quartal";"11";"Jugendherbergen";4384;8913;8;939
"2012";"4. Quartal";"11";"Campingplätze";0;0;1;0
"2012";"4. Quartal";"11";"sonstige";1166;3552;13;327
"2012";"4. Quartal";"12";"Hotels";159865;328298;85;16786
"2012";"4. Quartal";"12";"Hotels garni";25820;51226;31;3082
"2012";"4. Quartal";"12";"Gasthöfe";1750;3574;14;294
"2012";"4. Quartal";"12";"Pensionen";5020;11787;42;901
"2012";"4. Quartal";"12";"Jugendherbergen";5827;11279;8;942
"2012";"4. Quartal";"12";"Campingplätze";0;0;1;0
"2012";"4. Quartal";"12";"sonstige";1553;4619;13;317
"2013";"1. Quartal";"01";"Hotels";66539;130476;85;16784
"2013";"1. Quartal";"01";"Hotels garni";12386;25282;31;3082
"2013";"1. Quartal";"01";"Gasthöfe";962;1557;14;288
"2013";"1. Quartal";"01";"Pensionen";2571;6409;40;853
"2013";"1. Quartal";"01";"Jugendherbergen";2078;4622;8;942
"2013";"1. Quartal";"01";"Campingplätze";0;0;1;0
"2013";"1. Quartal";"01";"sonstige";842;2694;13;317
"2013";"1. Quartal";"02";"Hotels";70837;137361;83;15291
"2013";"1. Quartal";"02";"Hotels garni";12225;24124;30;3055
"2013";"1. Quartal";"02";"Gasthöfe";1006;1697;13;280
"2013";"1. Quartal";"02";"Pensionen";2383;6068;40;838
"2013";"1. Quartal";"02";"Jugendherbergen";2708;5752;8;942
"2013";"1. Quartal";"02";"Campingplätze";0;0;1;0
"2013";"1. Quartal";"02";"sonstige";886;2973;13;317
"2013";"1. Quartal";"03";"Hotels";107293;232678;85;16778
"2013";"1. Quartal";"03";"Hotels garni";19514;40509;31;3076
"2013";"1. Quartal";"03";"Gasthöfe";1256;2368;13;278
"2013";"1. Quartal";"03";"Pensionen";3592;8913;40;849
"2013";"1. Quartal";"03";"Jugendherbergen";5733;14274;8;939
"2013";"1. Quartal";"03";"Campingplätze";0;0;2;0
"2013";"1. Quartal";"03";"sonstige";1530;4589;13;317
"2013";"2. Quartal";"04";"Hotels";123150;253191;85;16465
"2013";"2. Quartal";"04";"Hotels garni";21550;44896;31;3076
"2013";"2. Quartal";"04";"Gasthöfe";1402;2621;14;288
"2013";"2. Quartal";"04";"Pensionen";3950;9438;41;859
"2013";"2. Quartal";"04";"Jugendherbergen";5490;13695;8;939
"2013";"2. Quartal";"04";"Campingplätze";0;0;2;0
"2013";"2. Quartal";"04";"sonstige";1687;4179;14;402
"2013";"2. Quartal";"05";"Hotels";151942;325377;83;16342
"2013";"2. Quartal";"05";"Hotels garni";34705;74550;33;3642
"2013";"2. Quartal";"05";"Gasthöfe";2090;4183;15;305
"2013";"2. Quartal";"05";"Pensionen";5274;13414;40;853
"2013";"2. Quartal";"05";"Jugendherbergen";7860;16937;8;939
"2013";"2. Quartal";"05";"Campingplätze";746;3145;3;0
"2013";"2. Quartal";"05";"sonstige";1835;5920;14;402
"2013";"2. Quartal";"06";"Hotels";120631;253819;84;16396
"2013";"2. Quartal";"06";"Hotels garni";26941;58236;33;3644
"2013";"2. Quartal";"06";"Gasthöfe";1601;3234;13;268
"2013";"2. Quartal";"06";"Pensionen";4097;10762;40;877
"2013";"2. Quartal";"06";"Jugendherbergen";6357;14914;8;942
"2013";"2. Quartal";"06";"Campingplätze";259;534;3;0
"2013";"2. Quartal";"06";"sonstige";901;3772;13;354
"2013";"3. Quartal";"07";"Hotels";134405;280220;79;15787
"2013";"3. Quartal";"07";"Hotels garni";33272;65954;33;3780
"2013";"3. Quartal";"07";"Gasthöfe";1621;3305;12;266
"2013";"3. Quartal";"07";"Pensionen";4556;11986;40;886
"2013";"3. Quartal";"07";"Jugendherbergen";7448;18759;8;980
"2013";"3. Quartal";"07";"Campingplätze";1293;2518;3;0
"2013";"3. Quartal";"07";"sonstige";1856;5494;13;389
"2013";"3. Quartal";"08";"Hotels";150097;324507;79;15777
"2013";"3. Quartal";"08";"Hotels garni";36246;74494;33;3782
"2013";"3. Quartal";"08";"Gasthöfe";1905;3372;12;268
"2013";"3. Quartal";"08";"Pensionen";4961;13252;40;888
"2013";"3. Quartal";"08";"Jugendherbergen";7251;15946;8;980
"2013";"3. Quartal";"08";"Campingplätze";905;3515;3;0
"2013";"3. Quartal";"08";"sonstige";1838;6114;13;399
"2013";"3. Quartal";"09";"Hotels";141332;297718;81;16174
"2013";"3. Quartal";"09";"Hotels garni";31621;69693;33;3780
"2013";"3. Quartal";"09";"Gasthöfe";1797;3686;12;266
"2013";"3. Quartal";"09";"Pensionen";5135;12594;40;885
"2013";"3. Quartal";"09";"Jugendherbergen";7139;16679;8;950
"2013";"3. Quartal";"09";"Campingplätze";332;1236;3;0
"2013";"3. Quartal";"09";"sonstige";1479;5061;13;399
"2013";"4. Quartal";"10";"Hotels";143789;304146;81;16264
"2013";"4. Quartal";"10";"Hotels garni";31951;70785;33;3757
"2013";"4. Quartal";"10";"Gasthöfe";1661;3295;12;270
"2013";"4. Quartal";"10";"Pensionen";4767;12273;38;844
"2013";"4. Quartal";"10";"Jugendherbergen";7443;17518;8;947
"2013";"4. Quartal";"10";"Campingplätze";0;0;2;0
"2013";"4. Quartal";"10";"sonstige";2090;7018;13;400
"2013";"4. Quartal";"11";"Hotels";109019;208785;81;16254
"2013";"4. Quartal";"11";"Hotels garni";23343;47121;33;3770
"2013";"4. Quartal";"11";"Gasthöfe";1231;2224;11;259
"2013";"4. Quartal";"11";"Pensionen";3482;8539;38;840
"2013";"4. Quartal";"11";"Jugendherbergen";4153;8167;8;947
"2013";"4. Quartal";"11";"Campingplätze";0;0;1;0
"2013";"4. Quartal";"11";"sonstige";1378;5015;13;386
"2013";"4. Quartal";"12";"Hotels";161642;317192;82;16320
"2013";"4. Quartal";"12";"Hotels garni";34326;66549;33;3768
"2013";"4. Quartal";"12";"Gasthöfe";1601;3305;11;259
"2013";"4. Quartal";"12";"Pensionen";4786;11060;37;832
"2013";"4. Quartal";"12";"Jugendherbergen";5823;11467;8;947
"2013";"4. Quartal";"12";"Campingplätze";0;0;1;0
"2013";"4. Quartal";"12";"sonstige";1917;5708;13;395
"2014";"1. Quartal";"01";"Hotels";68602;132313;81;16276
"2014";"1. Quartal";"01";"Hotels garni";18718;35197;34;4316
"2014";"1. Quartal";"01";"Gasthöfe";1007;2022;12;264
"2014";"1. Quartal";"01";"Pensionen";2455;5618;36;818
"2014";"1. Quartal";"01";"Jugendherbergen";2540;5222;8;947
"2014";"1. Quartal";"01";"Campingplätze";0;0;1;0
"2014";"1. Quartal";"01";"sonstige";1252;4147;13;328
"2014";"1. Quartal";"02";"Hotels";78191;145273;81;16276
"2014";"1. Quartal";"02";"Hotels garni";19145;36472;32;4094
"2014";"1. Quartal";"02";"Gasthöfe";1099;1964;11;267
"2014";"1. Quartal";"02";"Pensionen";2617;6091;36;822
"2014";"1. Quartal";"02";"Jugendherbergen";2501;6567;8;947
"2014";"1. Quartal";"02";"Campingplätze";0;0;1;0
"2014";"1. Quartal";"02";"sonstige";1131;3706;13;338
"2014";"1. Quartal";"03";"Hotels";104133;202504;81;16251
"2014";"1. Quartal";"03";"Hotels garni";27577;54156;34;4197
"2014";"1. Quartal";"03";"Gasthöfe";1257;2747;12;279
"2014";"1. Quartal";"03";"Pensionen";3291;7688;36;818
"2014";"1. Quartal";"03";"Jugendherbergen";4474;9975;8;961
"2014";"1. Quartal";"03";"Campingplätze";0;0;1;0
"2014";"1. Quartal";"03";"sonstige";1419;4939;13;344
"2014";"2. Quartal";"04";"Hotels";127782;276114;81;16217
"2014";"2. Quartal";"04";"Hotels garni";34420;73047;34;4197
"2014";"2. Quartal";"04";"Gasthöfe";1759;4258;15;327
"2014";"2. Quartal";"04";"Pensionen";4058;10252;37;834
"2014";"2. Quartal";"04";"Jugendherbergen";6955;16730;8;961
"2014";"2. Quartal";"04";"Campingplätze";292;1178;3;0
"2014";"2. Quartal";"04";"sonstige";1628;5559;14;433
"2014";"2. Quartal";"05";"Hotels";149599;319311;79;16188
"2014";"2. Quartal";"05";"Hotels garni";38008;82663;34;4197
"2014";"2. Quartal";"05";"Gasthöfe";2092;4903;15;329
"2014";"2. Quartal";"05";"Pensionen";4560;11337;36;790
"2014";"2. Quartal";"05";"Jugendherbergen";7660;16687;8;961
"2014";"2. Quartal";"05";"Campingplätze";2146;4745;3;0
"2014";"2. Quartal";"05";"sonstige";2073;6465;14;430
"2014";"2. Quartal";"06";"Hotels";142131;294221;79;16122
"2014";"2. Quartal";"06";"Hotels garni";34146;72757;34;4168
"2014";"2. Quartal";"06";"Gasthöfe";1906;4379;15;331
"2014";"2. Quartal";"06";"Pensionen";4545;11407;36;794
"2014";"2. Quartal";"06";"Jugendherbergen";7935;17435;8;961
"2014";"2. Quartal";"06";"Campingplätze";2147;6302;3;0
"2014";"2. Quartal";"06";"sonstige";2010;5995;15;441
"2014";"3. Quartal";"07";"Hotels";141948;287413;80;16169
"2014";"3. Quartal";"07";"Hotels garni";37196;75422;34;4198
"2014";"3. Quartal";"07";"Gasthöfe";2078;4515;15;329
"2014";"3. Quartal";"07";"Pensionen";4365;10990;34;754
"2014";"3. Quartal";"07";"Jugendherbergen";7856;19529;8;961
"2014";"3. Quartal";"07";"Campingplätze";2326;6622;3;0
"2014";"3. Quartal";"07";"sonstige";2248;6535;14;436
"2014";"3. Quartal";"08";"Hotels";166182;356435;80;16183
"2014";"3. Quartal";"08";"Hotels garni";41840;86811;34;4090
"2014";"3. Quartal";"08";"Gasthöfe";2681;5591;15;334
"2014";"3. Quartal";"08";"Pensionen";4892;13050;34;744
"2014";"3. Quartal";"08";"Jugendherbergen";7897;16923;8;961
"2014";"3. Quartal";"08";"Campingplätze";3407;13989;3;0
"2014";"3. Quartal";"08";"sonstige";1899;5426;14;432
"2014";"3. Quartal";"09";"Hotels";142891;303171;80;16146
"2014";"3. Quartal";"09";"Hotels garni";38180;81532;34;4201
"2014";"3. Quartal";"09";"Gasthöfe";2088;4573;15;329
"2014";"3. Quartal";"09";"Pensionen";4398;11430;34;744
"2014";"3. Quartal";"09";"Jugendherbergen";7455;16790;8;961
"2014";"3. Quartal";"09";"Campingplätze";1175;3501;3;0
"2014";"3. Quartal";"09";"sonstige";1861;5648;14;427
"2014";"4. Quartal";"10";"Hotels";145748;304103;80;16156
"2014";"4. Quartal";"10";"Hotels garni";39528;82388;34;4222
"2014";"4. Quartal";"10";"Gasthöfe";2358;4547;15;328
"2014";"4. Quartal";"10";"Pensionen";5008;12099;34;749
"2014";"4. Quartal";"10";"Jugendherbergen";7521;17353;8;961
"2014";"4. Quartal";"10";"Campingplätze";947;2600;3;0
"2014";"4. Quartal";"10";"sonstige";1866;5418;14;433
"2014";"4. Quartal";"11";"Hotels";113410;218997;80;16138
"2014";"4. Quartal";"11";"Hotels garni";30959;59512;34;4218
"2014";"4. Quartal";"11";"Gasthöfe";1714;3314;14;318
"2014";"4. Quartal";"11";"Pensionen";3460;7919;34;741
"2014";"4. Quartal";"11";"Jugendherbergen";4161;8494;8;949
"2014";"4. Quartal";"11";"Campingplätze";0;0;2;0
"2014";"4. Quartal";"11";"sonstige";1324;4330;13;339
"2014";"4. Quartal";"12";"Hotels";165572;332675;80;16143
"2014";"4. Quartal";"12";"Hotels garni";43791;83310;34;4219
"2014";"4. Quartal";"12";"Gasthöfe";2262;4589;14;322
"2014";"4. Quartal";"12";"Pensionen";4898;11269;33;727
"2014";"4. Quartal";"12";"Jugendherbergen";5746;10641;8;949
"2014";"4. Quartal";"12";"Campingplätze";0;0;1;0
"2014";"4. Quartal";"12";"sonstige";1796;5701;13;344
"2015";"1. Quartal";"01";"Hotels";69970;135173;78;15890
"2015";"1. Quartal";"01";"Hotels garni";20784;38119;33;3917
"2015";"1. Quartal";"01";"Gasthöfe";1257;2233;14;327
"2015";"1. Quartal";"01";"Pensionen";2382;6501;30;674
"2015";"1. Quartal";"01";"Jugendherbergen";2467;5414;9;1018
"2015";"1. Quartal";"01";"Campingplätze";0;0;1;0
"2015";"1. Quartal";"01";"sonstige";1133;3846;14;363
"2015";"1. Quartal";"02";"Hotels";66190;131534;77;15305
"2015";"1. Quartal";"02";"Hotels garni";19992;37060;32;3930
"2015";"1. Quartal";"02";"Gasthöfe";1154;2032;14;327
"2015";"1. Quartal";"02";"Pensionen";2199;5668;32;711
"2015";"1. Quartal";"02";"Jugendherbergen";2724;5649;9;1018
"2015";"1. Quartal";"02";"Campingplätze";0;0;0;0
"2015";"1. Quartal";"02";"sonstige";1105;3733;15;373
"2015";"1. Quartal";"03";"Hotels";102086;200566;78;15921
"2015";"1. Quartal";"03";"Hotels garni";28485;53617;33;4016
"2015";"1. Quartal";"03";"Gasthöfe";1765;3516;15;339
"2015";"1. Quartal";"03";"Pensionen";3080;7251;33;720
"2015";"1. Quartal";"03";"Jugendherbergen";4532;10667;9;1042
"2015";"1. Quartal";"03";"Campingplätze";0;0;2;0
"2015";"1. Quartal";"03";"sonstige";1491;4923;15;418
"2015";"2. Quartal";"04";"Hotels";117867;243207;79;16076
"2015";"2. Quartal";"04";"Hotels garni";32765;63536;33;4086
"2015";"2. Quartal";"04";"Gasthöfe";1973;4078;16;349
"2015";"2. Quartal";"04";"Pensionen";3724;9155;33;728
"2015";"2. Quartal";"04";"Jugendherbergen";6363;14408;9;1039
"2015";"2. Quartal";"04";"Campingplätze";479;1229;3;0
"2015";"2. Quartal";"04";"sonstige";1778;5906;16;469
"2015";"2. Quartal";"05";"Hotels";151723;320852;77;16073
"2015";"2. Quartal";"05";"Hotels garni";40036;81773;34;4083
"2015";"2. Quartal";"05";"Gasthöfe";2209;4775;16;349
"2015";"2. Quartal";"05";"Pensionen";5210;12408;33;723
"2015";"2. Quartal";"05";"Jugendherbergen";8031;17591;9;1031
"2015";"2. Quartal";"05";"Campingplätze";1230;3498;3;0
"2015";"2. Quartal";"05";"sonstige";2228;7234;16;510
"2015";"2. Quartal";"06";"Hotels";140194;284515;77;16065
"2015";"2. Quartal";"06";"Hotels garni";36681;74031;33;4085
"2015";"2. Quartal";"06";"Gasthöfe";2006;4438;16;349
"2015";"2. Quartal";"06";"Pensionen";4732;11524;33;719
"2015";"2. Quartal";"06";"Jugendherbergen";7716;16302;9;1026
"2015";"2. Quartal";"06";"Campingplätze";1139;3010;3;0
"2015";"2. Quartal";"06";"sonstige";2037;6974;16;510
"2015";"3. Quartal";"07";"Hotels";152749;312536;76;15988
"2015";"3. Quartal";"07";"Hotels garni";40470;79406;32;4060
"2015";"3. Quartal";"07";"Gasthöfe";2648;5073;16;347
"2015";"3. Quartal";"07";"Pensionen";4993;12448;31;710
"2015";"3. Quartal";"07";"Jugendherbergen";7171;17520;9;1023
"2015";"3. Quartal";"07";"Campingplätze";1639;4236;3;0
"2015";"3. Quartal";"07";"sonstige";2286;7481;16;510
"2015";"3. Quartal";"08";"Hotels";156856;334632;76;16004
"2015";"3. Quartal";"08";"Hotels garni";40984;82157;31;4037
"2015";"3. Quartal";"08";"Gasthöfe";2702;5005;16;347
"2015";"3. Quartal";"08";"Pensionen";4922;12102;31;721
"2015";"3. Quartal";"08";"Jugendherbergen";6868;15215;9;1036
"2015";"3. Quartal";"08";"Campingplätze";2528;8719;3;0
"2015";"3. Quartal";"08";"sonstige";2430;7468;16;484
"2015";"3. Quartal";"09";"Hotels";145308;303680;76;15998
"2015";"3. Quartal";"09";"Hotels garni";34826;74799;31;3910
"2015";"3. Quartal";"09";"Gasthöfe";2310;4639;16;345
"2015";"3. Quartal";"09";"Pensionen";4484;11167;31;719
"2015";"3. Quartal";"09";"Jugendherbergen";6762;17776;9;1031
"2015";"3. Quartal";"09";"Campingplätze";1173;4602;3;0
"2015";"3. Quartal";"09";"sonstige";1989;6550;16;510
"2015";"4. Quartal";"10";"Hotels";138680;292461;76;15925
"2015";"4. Quartal";"10";"Hotels garni";36517;74630;31;4020
"2015";"4. Quartal";"10";"Gasthöfe";2148;4442;15;330
"2015";"4. Quartal";"10";"Pensionen";4626;11810;31;716
"2015";"4. Quartal";"10";"Jugendherbergen";6261;16060;9;1035
"2015";"4. Quartal";"10";"Campingplätze";659;2797;3;0
"2015";"4. Quartal";"10";"sonstige";2105;6555;16;476
"2015";"4. Quartal";"11";"Hotels";111422;209604;76;16018
"2015";"4. Quartal";"11";"Hotels garni";27685;50571;29;3886
"2015";"4. Quartal";"11";"Gasthöfe";1723;2983;14;320
"2015";"4. Quartal";"11";"Pensionen";3557;9169;30;700
"2015";"4. Quartal";"11";"Jugendherbergen";4874;12090;9;1031
"2015";"4. Quartal";"11";"Campingplätze";0;0;1;0
"2015";"4. Quartal";"11";"sonstige";1551;6102;15;389
"2015";"4. Quartal";"12";"Hotels";156716;317609;75;15954
"2015";"4. Quartal";"12";"Hotels garni";39369;73104;29;3875
"2015";"4. Quartal";"12";"Gasthöfe";2171;3948;15;335
"2015";"4. Quartal";"12";"Pensionen";4706;11454;30;712
"2015";"4. Quartal";"12";"Jugendherbergen";6029;13391;9;1033
"2015";"4. Quartal";"12";"Campingplätze";0;0;1;0
"2015";"4. Quartal";"12";"sonstige";1933;7129;15;390
"2016";"1. Quartal";"01";"Hotels";70509;136845;72;15758
"2016";"1. Quartal";"01";"Hotels garni";21327;38361;31;3911
"2016";"1. Quartal";"01";"Gasthöfe";1353;2484;14;316
"2016";"1. Quartal";"01";"Pensionen";2849;7798;30;754
"2016";"1. Quartal";"01";"Jugendherbergen";2592;6881;8;960
"2016";"1. Quartal";"01";"Campingplätze";0;0;2;0
"2016";"1. Quartal";"01";"sonstige";1282;4663;17;461
"2016";"1. Quartal";"02";"Hotels";76288;148432;71;15055
"2016";"1. Quartal";"02";"Hotels garni";22079;40538;28;3811
"2016";"1. Quartal";"02";"Gasthöfe";1662;2758;14;316
"2016";"1. Quartal";"02";"Pensionen";3075;8621;30;747
"2016";"1. Quartal";"02";"Jugendherbergen";3034;7894;8;959
"2016";"1. Quartal";"02";"Campingplätze";0;0;0;0
"2016";"1. Quartal";"02";"sonstige";1342;4526;17;461
"2016";"1. Quartal";"03";"Hotels";107233;221051;72;15766
"2016";"1. Quartal";"03";"Hotels garni";30099;58446;29;3836
"2016";"1. Quartal";"03";"Gasthöfe";1866;3420;14;316
"2016";"1. Quartal";"03";"Pensionen";3855;10573;30;752
"2016";"1. Quartal";"03";"Jugendherbergen";4915;12276;8;957
"2016";"1. Quartal";"03";"Campingplätze";0;0;1;0
"2016";"1. Quartal";"03";"sonstige";1815;6216;17;461
"2016";"2. Quartal";"04";"Hotels";112174;226845;72;15736
"2016";"2. Quartal";"04";"Hotels garni";30152;59451;30;3861
"2016";"2. Quartal";"04";"Gasthöfe";1990;3906;15;339
"2016";"2. Quartal";"04";"Pensionen";3466;9610;30;754
"2016";"2. Quartal";"04";"Jugendherbergen";5351;13097;8;943
"2016";"2. Quartal";"04";"Campingplätze";305;936;3;0
"2016";"2. Quartal";"04";"sonstige";1517;4818;18;521
"2016";"2. Quartal";"05";"Hotels";143860;304541;72;15780
"2016";"2. Quartal";"05";"Hotels garni";38339;79242;30;3915
"2016";"2. Quartal";"05";"Gasthöfe";2586;5004;15;338
"2016";"2. Quartal";"05";"Pensionen";4961;13425;30;758
"2016";"2. Quartal";"05";"Jugendherbergen";7735;16614;8;943
"2016";"2. Quartal";"05";"Campingplätze";1196;4311;3;0
"2016";"2. Quartal";"05";"sonstige";2110;6575;18;553
"2016";"2. Quartal";"06";"Hotels";132637;266508;72;15761
"2016";"2. Quartal";"06";"Hotels garni";35848;69913;30;3909
"2016";"2. Quartal";"06";"Gasthöfe";2472;4646;15;338
"2016";"2. Quartal";"06";"Pensionen";4615;12417;30;760
"2016";"2. Quartal";"06";"Jugendherbergen";7266;14852;8;953
"2016";"2. Quartal";"06";"Campingplätze";1501;4931;3;0
"2016";"2. Quartal";"06";"sonstige";2031;6309;18;521
"2016";"3. Quartal";"07";"Hotels";137769;275896;72;15747
"2016";"3. Quartal";"07";"Hotels garni";40888;74421;30;3929
"2016";"3. Quartal";"07";"Gasthöfe";2552;4268;15;338
"2016";"3. Quartal";"07";"Pensionen";5109;12966;30;759
"2016";"3. Quartal";"07";"Jugendherbergen";6679;15450;7;895
"2016";"3. Quartal";"07";"Campingplätze";2811;8830;3;0
"2016";"3. Quartal";"07";"sonstige";2177;7099;18;521
"2016";"3. Quartal";"08";"Hotels";152663;321332;72;15768
"2016";"3. Quartal";"08";"Hotels garni";43295;82458;29;3953
"2016";"3. Quartal";"08";"Gasthöfe";2858;5001;15;338
"2016";"3. Quartal";"08";"Pensionen";5243;14315;30;759
"2016";"3. Quartal";"08";"Jugendherbergen";6078;14915;7;849
