"Jahr";"Stadtraum";"Eigentümer des Gebäudes";"Anteil in %"
"2014";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer privat";43
"2014";"13 Südvorstadt, Zschertnitz";"Eigennutzung";8
"2014";"13 Südvorstadt, Zschertnitz";"Eigentümer Wohnungsgenossenschaft";28
"2014";"13 Südvorstadt, Zschertnitz";"Eigentümer Stadt";43
"2014";"13 Südvorstadt, Zschertnitz";"Eigentümer privat";21
"2014";"14 Mockritz, Coschütz, Plauen";"Eigennutzung";23
"2014";"14 Mockritz, Coschütz, Plauen";"Eigentümer Wohnungsgenossenschaft";21
"2014";"14 Mockritz, Coschütz, Plauen";"Eigentümer Stadt";10
"2014";"14 Mockritz, Coschütz, Plauen";"Eigentümer privat";47
"2014";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";11
"2014";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";18
"2014";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";4
"2014";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";68
"2014";"16 Gorbitz";"Eigennutzung";5
"2014";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";44
"2014";"16 Gorbitz";"Eigentümer Stadt";35
"2014";"16 Gorbitz";"Eigentümer privat";16
"2014";"17 Briesnitz und westliche OS";"Eigennutzung";46
"2014";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";9
"2014";"17 Briesnitz und westliche OS";"Eigentümer Stadt";3
"2014";"17 Briesnitz und westliche OS";"Eigentümer privat";41
"2014";"18 Dresden gesamt";"Eigennutzung";16
"2014";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";22
"2014";"18 Dresden gesamt";"Eigentümer Stadt";14
"2014";"18 Dresden gesamt";"Eigentümer privat";48
"2016";"01 StB Altstadt ohne Johannstadt";"Eigennutzung";1
"2016";"01 StB Altstadt ohne Johannstadt";"Eigentümer Wohnungsgenossenschaft";34
"2016";"01 StB Altstadt ohne Johannstadt";"Eigentümer Stadt";29
"2016";"01 StB Altstadt ohne Johannstadt";"Eigentümer privat";36
"2016";"02 Johannstadt";"Eigennutzung";1
"2016";"02 Johannstadt";"Eigentümer Wohnungsgenossenschaft";38
"2016";"02 Johannstadt";"Eigentümer Stadt";29
"2016";"02 Johannstadt";"Eigentümer privat";32
"2016";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigennutzung";4
"2016";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Wohnungsgenossenschaft";8
"2016";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer Stadt";10
"2016";"03 StB Neustadt ohne Leipziger Vorstadt";"Eigentümer privat";77
"2016";"04 Leipziger Vorstadt, Pieschen";"Eigennutzung";7
"2016";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Wohnungsgenossenschaft";14
"2016";"04 Leipziger Vorstadt, Pieschen";"Eigentümer Stadt";5
"2016";"04 Leipziger Vorstadt, Pieschen";"Eigentümer privat";74
"2016";"05 Mickten, Kaditz, Trachau";"Eigennutzung";14
"2016";"05 Mickten, Kaditz, Trachau";"Eigentümer Wohnungsgenossenschaft";33
"2016";"05 Mickten, Kaditz, Trachau";"Eigentümer Stadt";6
"2016";"05 Mickten, Kaditz, Trachau";"Eigentümer privat";47
"2016";"06 StB Klotzsche und nördliche OS";"Eigennutzung";45
"2016";"06 StB Klotzsche und nördliche OS";"Eigentümer Wohnungsgenossenschaft";14
"2016";"06 StB Klotzsche und nördliche OS";"Eigentümer Stadt";2
"2016";"06 StB Klotzsche und nördliche OS";"Eigentümer privat";40
"2016";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigennutzung";49
"2016";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Wohnungsgenossenschaft";1
"2016";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer Stadt";0
"2016";"07 StB Loschwitz und OS Schönfeld-Weißig";"Eigentümer privat";50
"2016";"08 Blasewitz, Striesen";"Eigennutzung";12
"2016";"08 Blasewitz, Striesen";"Eigentümer Wohnungsgenossenschaft";23
"2016";"08 Blasewitz, Striesen";"Eigentümer Stadt";11
"2016";"08 Blasewitz, Striesen";"Eigentümer privat";55
"2016";"09 Tolkewitz, Seidnitz, Gruna";"Eigennutzung";6
"2016";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Wohnungsgenossenschaft";35
"2016";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer Stadt";19
"2016";"09 Tolkewitz, Seidnitz, Gruna";"Eigentümer privat";41
"2016";"10 StB Leuben";"Eigennutzung";21
"2016";"10 StB Leuben";"Eigentümer Wohnungsgenossenschaft";26
"2016";"10 StB Leuben";"Eigentümer Stadt";15
"2016";"10 StB Leuben";"Eigentümer privat";38
"2016";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigennutzung";6
"2016";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";34
"2016";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";38
"2016";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"Eigentümer privat";22
"2016";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigennutzung";31
"2016";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Wohnungsgenossenschaft";12
"2016";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer Stadt";9
"2016";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"Eigentümer privat";48
"2016";"13 Südvorstadt, Zschertnitz";"Eigennutzung";8
"2016";"13 Südvorstadt, Zschertnitz";"Eigentümer Wohnungsgenossenschaft";27
"2016";"13 Südvorstadt, Zschertnitz";"Eigentümer Stadt";35
"2016";"13 Südvorstadt, Zschertnitz";"Eigentümer privat";30
"2016";"14 Mockritz, Coschütz, Plauen";"Eigennutzung";20
"2016";"14 Mockritz, Coschütz, Plauen";"Eigentümer Wohnungsgenossenschaft";17
"2016";"14 Mockritz, Coschütz, Plauen";"Eigentümer Stadt";6
"2016";"14 Mockritz, Coschütz, Plauen";"Eigentümer privat";57
"2016";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigennutzung";14
"2016";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Wohnungsgenossenschaft";12
"2016";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer Stadt";3
"2016";"15 Cotta, Löbtau, Naußlitz, Dölzschen";"Eigentümer privat";71
"2016";"16 Gorbitz";"Eigennutzung";5
"2016";"16 Gorbitz";"Eigentümer Wohnungsgenossenschaft";45
"2016";"16 Gorbitz";"Eigentümer Stadt";35
"2016";"16 Gorbitz";"Eigentümer privat";15
"2016";"17 Briesnitz und westliche OS";"Eigennutzung";45
"2016";"17 Briesnitz und westliche OS";"Eigentümer Wohnungsgenossenschaft";7
"2016";"17 Briesnitz und westliche OS";"Eigentümer Stadt";4
"2016";"17 Briesnitz und westliche OS";"Eigentümer privat";44
"2016";"18 Dresden gesamt";"Eigennutzung";15
"2016";"18 Dresden gesamt";"Eigentümer Wohnungsgenossenschaft";21
"2016";"18 Dresden gesamt";"Eigentümer Stadt";14
"2016";"18 Dresden gesamt";"Eigentümer privat";49
