"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Genehmigungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Eigenheim";2;3
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Nichtwohngebäude mit Wohnungen";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2015";"Mehrfamilienhaus";2;6
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"568  Seidnitz(Hirschbacher Weg)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2011";"Nichtwohngebäude ohne Wohnungen";1;0
"568  Seidnitz(Hirschbacher Weg)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1999";"Mehrfamilienhaus";4;60
"568  Seidnitz(Hirschbacher Weg)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Mehrfamilienhaus";2;36
"569  Seidnitz(Ulberndorfer Weg)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1999";"Mehrfamilienhaus";6;84
"569  Seidnitz(Ulberndorfer Weg)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Mehrfamilienhaus";8;108
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1993";"Nichtwohngebäude mit Wohnungen";1;5
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Mehrfamilienhaus";3;18
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Nichtwohngebäude mit Wohnungen";1;2
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2001";"Eigenheim";14;14
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2002";"Eigenheim";1;2
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2005";"Eigenheim";2;2
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2006";"Eigenheim";1;1
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2007";"Mehrfamilienhaus";1;8
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2015";"Mehrfamilienhaus";1;10
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";2;0
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Mehrfamilienhaus";1;3
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1995";"Eigenheim";1;2
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1996";"Mehrfamilienhaus";1;5
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Mehrfamilienhaus";2;18
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Eigenheim";2;4
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Mehrfamilienhaus";3;19
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1999";"Mehrfamilienhaus";2;21
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Mehrfamilienhaus";19;213
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2003";"Mehrfamilienhaus";1;11
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2004";"Eigenheim";2;2
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2004";"Mehrfamilienhaus";2;14
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Mehrfamilienhaus";2;17
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2008";"Mehrfamilienhaus";2;10
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2009";"Mehrfamilienhaus";1;10
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Eigenheim";1;2
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Mehrfamilienhaus";4;31
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2012";"Nichtwohngebäude ohne Wohnungen";1;0
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Eigenheim";2;3
"571  Gruna(Karl-Roth-Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2016";"Mehrfamilienhaus";1;12
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1996";"Mehrfamilienhaus";2;33
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Mehrfamilienhaus";1;12
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2018";"Mehrfamilienhaus";1;10
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Mehrfamilienhaus";2;22
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1995";"Mehrfamilienhaus";1;8
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1996";"Mehrfamilienhaus";1;13
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Mehrfamilienhaus";1;9
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1999";"Mehrfamilienhaus";3;32
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2004";"Mehrfamilienhaus";1;16
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2005";"Mehrfamilienhaus";1;8
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2006";"Mehrfamilienhaus";10;93
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Mehrfamilienhaus";1;13
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2008";"Mehrfamilienhaus";1;10
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Mehrfamilienhaus";1;8
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2011";"Mehrfamilienhaus";2;16
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Mehrfamilienhaus";2;18
"572  Gruna(Falkensteinpl)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Mehrfamilienhaus";1;11
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Mehrfamilienhaus";1;16
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Mehrfamilienhaus";4;53
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1999";"Eigenheim";3;3
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1999";"Mehrfamilienhaus";1;4
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2000";"Eigenheim";7;7
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2015";"Mehrfamilienhaus";1;17
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Eigenheim";1;1
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Mehrfamilienhaus";15;156
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2006";"Eigenheim";1;1
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2012";"Nichtwohngebäude ohne Wohnungen";1;0
"573  Gruna(Gartenheimallee)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Eigenheim";1;1
"574  Gruna(Am Knie)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Mehrfamilienhaus";12;160
"574  Gruna(Am Knie)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2001";"Mehrfamilienhaus";4;24
"574  Gruna(Am Knie)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2005";"Nichtwohngebäude mit Wohnungen";1;4
"574  Gruna(Am Knie)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2011";"Mehrfamilienhaus";1;5
"574  Gruna(Am Knie)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2018";"Nichtwohngebäude mit Wohnungen";1;2
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2002";"Nichtwohngebäude ohne Wohnungen";1;0
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2016";"Nichtwohngebäude mit Wohnungen";1;1
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Mehrfamilienhaus";1;12
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2001";"Eigenheim";1;1
"575  Gruna(Rosenbergstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2011";"Mehrfamilienhaus";4;48
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1992";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1993";"Mehrfamilienhaus";6;36
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Mehrfamilienhaus";1;6
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Mehrfamilienhaus";5;47
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1996";"Mehrfamilienhaus";6;88
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Mehrfamilienhaus";8;124
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Nichtwohngebäude mit Wohnungen";1;5
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";3;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1998";"Mehrfamilienhaus";2;14
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1999";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";2;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2016";"Mehrfamilienhaus";1;14
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Mehrfamilienhaus";2;11
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1996";"Mehrfamilienhaus";1;7
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Mehrfamilienhaus";2;142
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Mehrfamilienhaus";4;48
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1999";"Mehrfamilienhaus";2;217
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Mehrfamilienhaus";2;17
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2001";"Mehrfamilienhaus";2;10
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Eigenheim";2;3
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2004";"Mehrfamilienhaus";1;5
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2005";"Mehrfamilienhaus";1;6
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2008";"Mehrfamilienhaus";1;23
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2008";"Nichtwohngebäude mit Wohnungen";1;1
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2009";"Mehrfamilienhaus";2;24
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2011";"Mehrfamilienhaus";1;10
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2012";"Mehrfamilienhaus";1;22
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Mehrfamilienhaus";2;14
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Mehrfamilienhaus";23;236
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2016";"Eigenheim";1;2
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2017";"Mehrfamilienhaus";1;3
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"576  Gruna(Papstdorfer Str)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1992";"Eigenheim";2;2
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Mehrfamilienhaus";2;27
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2002";"Nichtwohngebäude ohne Wohnungen";1;0
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2010";"Mehrfamilienhaus";1;14
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Mehrfamilienhaus";1;5
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1994";"Mehrfamilienhaus";1;12
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1996";"Mehrfamilienhaus";4;44
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Eigenheim";1;2
"577  Gruna(Beilstr)";"57 Gruna";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Mehrfamilienhaus";4;24
