"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Genehmigungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Mehrfamilienhaus";1;3
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Eigenheim";1;1
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Mehrfamilienhaus";9;55
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Nichtwohngebäude mit Wohnungen";1;21
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1997";"Eigenheim";1;1
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2000";"Eigenheim";1;2
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2002";"Eigenheim";1;2
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2003";"Eigenheim";29;29
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2003";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2005";"Eigenheim";13;13
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";2;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2006";"Eigenheim";15;15
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2008";"Eigenheim";4;4
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2009";"Eigenheim";3;3
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2010";"Eigenheim";4;4
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2010";"Mehrfamilienhaus";1;8
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2011";"Eigenheim";4;5
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2011";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2012";"Eigenheim";13;13
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Eigenheim";1;1
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2017";"Mehrfamilienhaus";1;10
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2017";"Nichtwohngebäude ohne Wohnungen";3;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2018";"Eigenheim";1;1
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2018";"Mehrfamilienhaus";1;24
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2018";"Nichtwohngebäude ohne Wohnungen";2;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1994";"Eigenheim";2;4
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1995";"Mehrfamilienhaus";2;20
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1999";"Mehrfamilienhaus";2;24
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Eigenheim";1;2
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Mehrfamilienhaus";13;164
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2001";"Eigenheim";3;6
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Eigenheim";3;4
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Mehrfamilienhaus";11;48
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2003";"Mehrfamilienhaus";1;5
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2003";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2005";"Mehrfamilienhaus";2;12
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2006";"Eigenheim";1;1
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2006";"Mehrfamilienhaus";1;3
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Eigenheim";3;6
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Mehrfamilienhaus";1;4
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2008";"Eigenheim";2;4
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2008";"Mehrfamilienhaus";2;25
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2009";"Mehrfamilienhaus";1;6
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2011";"Eigenheim";3;3
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2012";"Eigenheim";5;5
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Mehrfamilienhaus";1;9
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Eigenheim";1;2
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Mehrfamilienhaus";1;6
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2014";"Nichtwohngebäude ohne Wohnungen";2;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2015";"Eigenheim";1;1
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2016";"Mehrfamilienhaus";3;14
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2018";"Eigenheim";2;2
"564  Dobritz(Altdobritz/Basedowstr)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2018";"Mehrfamilienhaus";1;3
"565  Seidnitz(Hellendorfer Str)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";2;0
"565  Seidnitz(Hellendorfer Str)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Mehrfamilienhaus";17;204
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1992";"Nichtwohngebäude ohne Wohnungen";2;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1993";"Mehrfamilienhaus";1;6
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1994";"Mehrfamilienhaus";1;4
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Eigenheim";1;2
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"1998";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2002";"Eigenheim";4;4
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2003";"Eigenheim";11;11
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2004";"Nichtwohngebäude ohne Wohnungen";2;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2005";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2006";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2006";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2009";"Nichtwohngebäude ohne Wohnungen";2;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2010";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2011";"Nichtwohngebäude ohne Wohnungen";3;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2012";"Eigenheim";3;3
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2013";"Eigenheim";2;2
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2014";"Mehrfamilienhaus";7;54
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";2;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2015";"Mehrfamilienhaus";2;32
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2016";"Nichtwohngebäude mit Wohnungen";1;52
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2017";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Neubau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1996";"Eigenheim";1;2
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1996";"Mehrfamilienhaus";4;34
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Eigenheim";1;2
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1997";"Mehrfamilienhaus";29;303
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Eigenheim";2;3
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Mehrfamilienhaus";27;206
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"1998";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2000";"Mehrfamilienhaus";2;15
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Eigenheim";1;2
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Mehrfamilienhaus";1;3
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2002";"Nichtwohngebäude ohne Wohnungen";2;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2003";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2003";"Mehrfamilienhaus";1;4
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2006";"Eigenheim";1;2
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Mehrfamilienhaus";1;3
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2009";"Nichtwohngebäude ohne Wohnungen";1;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";2;0
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2011";"Mehrfamilienhaus";12;37
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2012";"Mehrfamilienhaus";3;54
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Eigenheim";1;1
"566  Seidnitz(Altseidnitz)";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";"Umbau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
