"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Fertigstellungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";2;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1998";"Nichtwohngebäude ohne Wohnungen";2;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2002";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2004";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2006";"Nichtwohngebäude ohne Wohnungen";2;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2009";"Nichtwohngebäude ohne Wohnungen";3;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2016";"Mehrfamilienhaus";11;241
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1992";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1994";"Nichtwohngebäude ohne Wohnungen";4;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1995";"Nichtwohngebäude ohne Wohnungen";3;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2003";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2004";"Nichtwohngebäude mit Wohnungen";1;11
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2007";"Mehrfamilienhaus";1;118
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2009";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"031  Seevs.-Ost(Prager Str)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"032  Seevs.-Ost(Räcknitzstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2003";"Nichtwohngebäude ohne Wohnungen";1;0
"032  Seevs.-Ost(Räcknitzstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1999";"Nichtwohngebäude mit Wohnungen";1;24
"032  Seevs.-Ost(Räcknitzstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2000";"Nichtwohngebäude mit Wohnungen";1;32
"032  Seevs.-Ost(Räcknitzstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2000";"Nichtwohngebäude ohne Wohnungen";1;0
"032  Seevs.-Ost(Räcknitzstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2001";"Nichtwohngebäude mit Wohnungen";1;22
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Mehrfamilienhaus";5;92
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Nichtwohngebäude mit Wohnungen";1;1
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1998";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2005";"Nichtwohngebäude mit Wohnungen";1;30
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2009";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";2;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2016";"Mehrfamilienhaus";1;28
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2018";"Mehrfamilienhaus";5;60
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"unbekannt";"Mehrfamilienhaus";2;32
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"unbekannt";"Nichtwohngebäude ohne Wohnungen";2;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"033  Seevs.-Ost(Lindengasse)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";2;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1994";"Mehrfamilienhaus";2;44
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";4;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";3;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Mehrfamilienhaus";1;12
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Nichtwohngebäude mit Wohnungen";1;4
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";4;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1998";"Mehrfamilienhaus";5;96
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1998";"Nichtwohngebäude ohne Wohnungen";4;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1999";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2000";"Nichtwohngebäude ohne Wohnungen";2;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2001";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2004";"Nichtwohngebäude ohne Wohnungen";2;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2005";"Mehrfamilienhaus";1;8
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2009";"Nichtwohngebäude ohne Wohnungen";4;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2010";"Eigenheim";3;5
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2011";"Eigenheim";2;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2012";"Eigenheim";3;4
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2012";"Mehrfamilienhaus";1;9
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2012";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2013";"Eigenheim";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";2;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2014";"Eigenheim";3;3
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2014";"Mehrfamilienhaus";1;7
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";2;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2015";"Eigenheim";1;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2015";"Mehrfamilienhaus";4;34
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2016";"Eigenheim";2;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2016";"Mehrfamilienhaus";1;42
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2017";"Eigenheim";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2017";"Nichtwohngebäude mit Wohnungen";7;280
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2018";"Eigenheim";1;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2018";"Nichtwohngebäude mit Wohnungen";6;239
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"unbekannt";"Nichtwohngebäude mit Wohnungen";2;62
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"unbekannt";"Nichtwohngebäude ohne Wohnungen";3;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1995";"Nichtwohngebäude mit Wohnungen";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1996";"Mehrfamilienhaus";1;4
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1996";"Nichtwohngebäude mit Wohnungen";1;3
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1996";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1999";"Nichtwohngebäude mit Wohnungen";1;3
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"1999";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2000";"Mehrfamilienhaus";10;95
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2000";"Nichtwohngebäude mit Wohnungen";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2000";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2001";"Mehrfamilienhaus";8;80
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2002";"Mehrfamilienhaus";27;310
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2006";"Eigenheim";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2006";"Mehrfamilienhaus";2;10
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2007";"Mehrfamilienhaus";1;3
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2008";"Mehrfamilienhaus";1;5
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2008";"Nichtwohngebäude mit Wohnungen";1;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2009";"Mehrfamilienhaus";1;4
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2009";"Nichtwohngebäude mit Wohnungen";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2010";"Mehrfamilienhaus";1;4
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2011";"Mehrfamilienhaus";1;3
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2012";"Mehrfamilienhaus";1;6
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2012";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2013";"Mehrfamilienhaus";1;68
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2013";"Nichtwohngebäude mit Wohnungen";1;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2014";"Eigenheim";3;3
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2014";"Mehrfamilienhaus";1;6
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2015";"Mehrfamilienhaus";1;6
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2018";"Nichtwohngebäude mit Wohnungen";1;2
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"2018";"Nichtwohngebäude ohne Wohnungen";2;0
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"unbekannt";"Eigenheim";1;1
"034  Strehlen(Tiergartenstr)";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Umbau";"unbekannt";"Nichtwohngebäude ohne Wohnungen";2;0
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";2;0
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1996";"Nichtwohngebäude mit Wohnungen";3;28
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1996";"Nichtwohngebäude ohne Wohnungen";1;0
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Mehrfamilienhaus";1;11
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Nichtwohngebäude mit Wohnungen";3;19
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1997";"Nichtwohngebäude ohne Wohnungen";2;0
"041  Wilsdruffer Vs.(Ostra-Allee)";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"Neubau";"1998";"Mehrfamilienhaus";3;58
