"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Fertigstellungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2000";"Eigenheim";3;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2000";"Mehrfamilienhaus";3;36
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2000";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2001";"Mehrfamilienhaus";2;14
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2001";"Nichtwohngebäude mit Wohnungen";1;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2003";"Eigenheim";2;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2003";"Mehrfamilienhaus";3;15
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2004";"Eigenheim";2;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2004";"Mehrfamilienhaus";1;5
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2004";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2005";"Eigenheim";2;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2005";"Mehrfamilienhaus";2;11
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2006";"Eigenheim";2;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2006";"Mehrfamilienhaus";1;8
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2006";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2009";"Eigenheim";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2011";"Eigenheim";2;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2011";"Mehrfamilienhaus";1;4
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2011";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2012";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2013";"Mehrfamilienhaus";2;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2013";"Nichtwohngebäude mit Wohnungen";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2013";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2015";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2015";"Nichtwohngebäude mit Wohnungen";1;4
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2016";"Mehrfamilienhaus";2;14
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2017";"Eigenheim";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"unbekannt";"Mehrfamilienhaus";2;44
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1993";"Mehrfamilienhaus";1;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1994";"Mehrfamilienhaus";2;14
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1994";"Nichtwohngebäude mit Wohnungen";1;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1995";"Mehrfamilienhaus";1;4
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1995";"Nichtwohngebäude mit Wohnungen";3;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1995";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1996";"Mehrfamilienhaus";1;7
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1996";"Nichtwohngebäude mit Wohnungen";5;9
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1996";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1997";"Mehrfamilienhaus";5;19
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1997";"Nichtwohngebäude mit Wohnungen";1;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1997";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1998";"Eigenheim";3;5
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1998";"Mehrfamilienhaus";5;33
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1998";"Nichtwohngebäude mit Wohnungen";3;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1999";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1999";"Mehrfamilienhaus";1;8
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1999";"Nichtwohngebäude mit Wohnungen";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1999";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2000";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2000";"Mehrfamilienhaus";5;31
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2000";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2001";"Eigenheim";2;4
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2001";"Mehrfamilienhaus";8;40
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2001";"Nichtwohngebäude mit Wohnungen";1;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2002";"Eigenheim";2;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2002";"Mehrfamilienhaus";1;4
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2002";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2003";"Mehrfamilienhaus";1;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2003";"Nichtwohngebäude mit Wohnungen";2;5
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2004";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2005";"Mehrfamilienhaus";1;3
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2005";"Nichtwohngebäude mit Wohnungen";1;5
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2005";"Nichtwohngebäude ohne Wohnungen";3;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2006";"Mehrfamilienhaus";1;10
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2006";"Nichtwohngebäude mit Wohnungen";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2006";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2007";"Eigenheim";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2007";"Nichtwohngebäude mit Wohnungen";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2007";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2008";"Nichtwohngebäude mit Wohnungen";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2008";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2009";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2009";"Mehrfamilienhaus";6;48
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2009";"Nichtwohngebäude mit Wohnungen";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2009";"Nichtwohngebäude ohne Wohnungen";3;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2010";"Eigenheim";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2010";"Mehrfamilienhaus";4;19
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2011";"Eigenheim";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2011";"Mehrfamilienhaus";1;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2011";"Nichtwohngebäude mit Wohnungen";1;10
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2012";"Mehrfamilienhaus";2;15
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2012";"Nichtwohngebäude mit Wohnungen";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2012";"Nichtwohngebäude ohne Wohnungen";3;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2013";"Eigenheim";2;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2013";"Mehrfamilienhaus";4;24
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2013";"Nichtwohngebäude mit Wohnungen";1;1
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2013";"Nichtwohngebäude ohne Wohnungen";2;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2014";"Mehrfamilienhaus";3;17
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2015";"Mehrfamilienhaus";3;13
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2016";"Mehrfamilienhaus";1;15
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2016";"Nichtwohngebäude mit Wohnungen";1;2
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2017";"Mehrfamilienhaus";2;6
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2018";"Eigenheim";5;5
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2018";"Mehrfamilienhaus";1;8
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"2018";"Nichtwohngebäude ohne Wohnungen";1;0
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"unbekannt";"Eigenheim";3;5
"512  Blasewitz(Schillerpl)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"unbekannt";"Mehrfamilienhaus";1;5
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1993";"Mehrfamilienhaus";2;12
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1994";"Mehrfamilienhaus";1;14
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1994";"Nichtwohngebäude mit Wohnungen";1;5
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";2;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1995";"Eigenheim";1;2
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1995";"Mehrfamilienhaus";1;7
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1996";"Mehrfamilienhaus";5;39
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1996";"Nichtwohngebäude ohne Wohnungen";1;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1997";"Mehrfamilienhaus";6;57
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1998";"Eigenheim";1;1
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1998";"Mehrfamilienhaus";1;13
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1998";"Nichtwohngebäude mit Wohnungen";2;21
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"1999";"Mehrfamilienhaus";2;13
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2000";"Eigenheim";1;1
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2000";"Mehrfamilienhaus";1;8
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2002";"Mehrfamilienhaus";1;6
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2002";"Nichtwohngebäude mit Wohnungen";1;2
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2003";"Eigenheim";1;1
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2004";"Eigenheim";2;2
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2005";"Eigenheim";1;1
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2006";"Eigenheim";1;1
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2007";"Eigenheim";4;6
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2009";"Mehrfamilienhaus";2;18
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2011";"Eigenheim";2;2
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2015";"Mehrfamilienhaus";2;8
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2018";"Eigenheim";1;1
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"2018";"Mehrfamilienhaus";3;14
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Neubau";"unbekannt";"Mehrfamilienhaus";1;5
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1992";"Mehrfamilienhaus";1;6
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1994";"Mehrfamilienhaus";1;4
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1995";"Nichtwohngebäude mit Wohnungen";2;8
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1995";"Nichtwohngebäude ohne Wohnungen";3;0
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1996";"Mehrfamilienhaus";2;9
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1997";"Eigenheim";2;3
"514  Blasewitz(Kretschmerstr)";"51 Blasewitz";"StB 5 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";"Umbau";"1997";"Mehrfamilienhaus";1;7
