"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Anzahl Einwohner"
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";556
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";478
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1500
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1419
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";537
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";1397
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";975
"";"72 Prohlis-Süd";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";343
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";172
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";173
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";231
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";296
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";162
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";333
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";252
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1202
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1429
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";376
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";646
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";609
"";"73 Niedersedlitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";126
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";183
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";257
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";307
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";415
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";194
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";344
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";193
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1410
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1802
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";398
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";772
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";547
"";"74 Lockwitz";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";111
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";370
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";396
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";514
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";566
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";334
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";841
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";652
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";2596
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";2941
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";947
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";1828
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";1680
"";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";436
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";119
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";87
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";152
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";145
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";71
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";377
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";270
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";689
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";629
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";233
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";273
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";176
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";88
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";215
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";244
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";281
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";320
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";169
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";1019
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";728
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1711
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";1224
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";329
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";553
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";593
"";"76 Strehlen";"StB 7 Prohlis";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";225
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"00 - 02 Jahre";121
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"03 - 05 Jahre";157
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"06 - 09 Jahre";198
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"10 - 14 Jahre";235
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"15 - 17 Jahre";123
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"18 - 24 Jahre";308
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"25 - 29 Jahre";335
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"30 - 44 Jahre";1025
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"45 - 59 Jahre";991
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"60 - 64 Jahre";322
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"65 - 74 Jahre";658
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"75 - 84 Jahre";599
"";"77 Reick";"StB 7 Prohlis";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";"85 Jahre u.älter";157
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"00 - 02 Jahre";471
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"03 - 05 Jahre";433
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"06 - 09 Jahre";496
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"10 - 14 Jahre";450
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"15 - 17 Jahre";257
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"18 - 24 Jahre";2455
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"25 - 29 Jahre";1769
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"30 - 44 Jahre";2662
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"45 - 59 Jahre";1710
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"60 - 64 Jahre";498
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"65 - 74 Jahre";830
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"75 - 84 Jahre";1149
"";"81 Südvorstadt-West";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"85 Jahre u.älter";455
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"00 - 02 Jahre";203
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"03 - 05 Jahre";217
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"06 - 09 Jahre";271
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"10 - 14 Jahre";248
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"15 - 17 Jahre";150
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"18 - 24 Jahre";2953
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"25 - 29 Jahre";1369
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"30 - 44 Jahre";1473
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"45 - 59 Jahre";800
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"60 - 64 Jahre";206
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"65 - 74 Jahre";476
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"75 - 84 Jahre";463
"";"82 Südvorstadt-Ost";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"85 Jahre u.älter";167
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"00 - 02 Jahre";254
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"03 - 05 Jahre";238
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"06 - 09 Jahre";309
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"10 - 14 Jahre";316
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"15 - 17 Jahre";178
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"18 - 24 Jahre";993
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"25 - 29 Jahre";816
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"30 - 44 Jahre";1702
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"45 - 59 Jahre";1392
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"60 - 64 Jahre";525
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"65 - 74 Jahre";1426
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"75 - 84 Jahre";1397
"";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";"85 Jahre u.älter";279
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"00 - 02 Jahre";156
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"03 - 05 Jahre";206
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"06 - 09 Jahre";252
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"10 - 14 Jahre";273
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"15 - 17 Jahre";155
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"18 - 24 Jahre";409
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"25 - 29 Jahre";332
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"30 - 44 Jahre";1268
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"45 - 59 Jahre";1476
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"60 - 64 Jahre";655
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"65 - 74 Jahre";1222
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"75 - 84 Jahre";858
"";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"85 Jahre u.älter";201
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"00 - 02 Jahre";180
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"03 - 05 Jahre";175
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"06 - 09 Jahre";235
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"10 - 14 Jahre";247
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"15 - 17 Jahre";134
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"18 - 24 Jahre";412
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"25 - 29 Jahre";345
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"30 - 44 Jahre";1239
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"45 - 59 Jahre";1242
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"60 - 64 Jahre";331
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"65 - 74 Jahre";561
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"75 - 84 Jahre";580
"";"85 Coschütz/Gittersee";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"85 Jahre u.älter";132
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"00 - 02 Jahre";470
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"03 - 05 Jahre";412
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"06 - 09 Jahre";542
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"10 - 14 Jahre";563
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"15 - 17 Jahre";272
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"18 - 24 Jahre";1094
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"25 - 29 Jahre";1093
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"30 - 44 Jahre";2919
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"45 - 59 Jahre";1973
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"60 - 64 Jahre";500
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"65 - 74 Jahre";750
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"75 - 84 Jahre";947
"";"86 Plauen";"StB 8 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";"85 Jahre u.älter";383
"";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"OS Cossebaude";"17 Briesnitz und westliche OS";"00 - 02 Jahre";184
"";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"OS Cossebaude";"17 Briesnitz und westliche OS";"03 - 05 Jahre";210
"";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"OS Cossebaude";"17 Briesnitz und westliche OS";"06 - 09 Jahre";242
