"Jahr";"Quartal";"Monat";"Wirtschaftszweig 2-Steller";"Anzahl Betriebe";"Tätige Personen (absolut)";"Tätige Personen (Anteil an Gesamtsumme des verarb. Gewerbes)";"Geleistete Arbeitsstunden (gesamt in 1000h)";"Geleistete Arbeitsstunden je tätiger Person";"Entgelte (in 1000 EUR)";"Entgelte je tätiger Person";"Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes in der Europazone am Gesamtumsatz (in 1000 EUR)";"Absoluter Anteil des Umsatzes im Ausland am Gesamtumsatz (in 1000 EUR)";"Gesamtumsatz je tätiger Person";"Anteil des Gesamtumsatzes an Gesamtsumme des verarb. Gewerbes";"Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR)";"Umsatz aus eigenen Erzeugnissen je tätiger Person"
"2015";"3. Quartal";"09";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;496;2;70;141;1301;2623;10795;3372;2545;21764;2;8960;3215;18065
"2015";"3. Quartal";"09";"Papiergewerbe";6;1545;6;199;129;5506;3564;20985;0;0;13582;3;19902;0;12882
"2015";"3. Quartal";"09";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;387;2;54;140;914;2362;5454;0;0;14093;1;5447;0;14075
"2015";"3. Quartal";"09";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"09";"Herstellung von Gummi- und Kunststoffwaren 25";12;1183;5;172;145;2602;2199;10376;1019;796;8770;2;10191;1019;8615
"2015";"3. Quartal";"09";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8404;34;1164;139;31278;3722;346607;0;0;41243;55;333243;0;39653
"2015";"3. Quartal";"09";"Metallerzeugung und -bearbeitung";10;1609;7;235;146;5624;3495;39156;22878;1058;24335;6;37442;21510;23270
"2015";"3. Quartal";"09";"Herstellung von Metallerzeugnissen";22;4864;20;611;126;13939;2866;64767;45321;4215;13315;10;63139;44332;12981
"2015";"3. Quartal";"09";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"09";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"3. Quartal";"09";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;596;2;78;131;1140;1913;3833;0;0;6431;1;2244;0;3765
"2015";"3. Quartal";"09";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1347;5;199;148;4907;3643;18877;2836;1590;14014;3;17337;1676;12871
"2015";"4. Quartal";"10";"Verarbeitendes Gewerbe gesamt";118;24921;100;3422;137;84008;3371;428392;169798;102738;17190;100;413469;165794;16591
"2015";"4. Quartal";"10";"Kohlenbergbau, Torfgewinnung";6;430;2;61;142;924;2149;10857;372;359;25248;3;10425;361;24244
"2015";"4. Quartal";"10";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"10";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"10";"Bekleidungsgewerbe";6;1528;6;209;137;3973;2600;18925;0;0;12385;4;18202;0;11912
"2015";"4. Quartal";"10";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;498;2;72;145;1418;2847;11189;3787;2421;22467;3;9077;3446;18227
"2015";"4. Quartal";"10";"Papiergewerbe";6;1541;6;218;141;5775;3748;23180;0;0;15042;5;22022;0;14291
"2015";"4. Quartal";"10";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;388;2;56;144;922;2376;5985;0;0;15425;1;5969;0;15384
"2015";"4. Quartal";"10";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"10";"Herstellung von Gummi- und Kunststoffwaren 25";12;1175;5;175;149;2694;2293;10231;1661;1431;8707;2;10209;1659;8689
"2015";"4. Quartal";"10";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8417;34;1155;137;32206;3826;170979;84735;70082;20313;40;169015;84441;20080
"2015";"4. Quartal";"10";"Metallerzeugung und -bearbeitung";10;1607;6;243;151;5516;3432;22424;12398;4852;13953;5;20889;11021;12999
"2015";"4. Quartal";"10";"Herstellung von Metallerzeugnissen";22;4850;20;615;127;14598;3010;43392;23581;4183;8946;10;41925;22847;8644
"2015";"4. Quartal";"10";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"10";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"10";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;596;2;76;128;1266;2124;3643;0;0;6112;1;2126;0;3567
"2015";"4. Quartal";"10";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1361;6;195;143;4870;3578;20104;3005;1194;14771;5;18608;1999;13672
"2015";"4. Quartal";"11";"Verarbeitendes Gewerbe gesamt";118;24829;100;3337;134;111858;4505;522559;276348;191036;21046;100;506435;272520;20397
"2015";"4. Quartal";"11";"Kohlenbergbau, Torfgewinnung";6;426;2;59;138;1059;2486;15406;0;0;36164;3;14897;0;34969
"2015";"4. Quartal";"11";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"11";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"11";"Bekleidungsgewerbe";6;1535;6;203;132;3968;2585;20890;0;0;13609;4;20103;0;13096
"2015";"4. Quartal";"11";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;493;2;69;140;1704;3456;10433;2773;1916;21162;2;8524;2592;17290
"2015";"4. Quartal";"11";"Papiergewerbe";6;1539;6;212;138;9034;5870;19482;0;0;12658;4;18413;0;11964
"2015";"4. Quartal";"11";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;382;2;53;139;1162;3042;5143;0;0;13463;1;5118;0;13398
"2015";"4. Quartal";"11";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"11";"Herstellung von Gummi- und Kunststoffwaren 25";12;1171;5;163;139;2849;2433;11689;804;516;9982;2;11675;803;9970
"2015";"4. Quartal";"11";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8366;34;1154;138;43721;5226;252122;0;0;30136;48;248277;0;29677
"2015";"4. Quartal";"11";"Metallerzeugung und -bearbeitung";10;1598;6;221;138;6529;4086;26547;12929;2844;16612;5;24961;11521;15620
"2015";"4. Quartal";"11";"Herstellung von Metallerzeugnissen";22;4835;20;597;123;18512;3829;54924;38308;4529;11359;11;53507;37276;11067
"2015";"4. Quartal";"11";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"11";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"11";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;599;2;75;125;1260;2104;4096;0;0;6838;1;2428;0;4053
"2015";"4. Quartal";"11";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1358;6;201;148;6582;4847;14803;2292;1930;10900;3;14110;1982;10390
"2015";"4. Quartal";"12";"Verarbeitendes Gewerbe gesamt";118;24076;100;3041;126;107603;4469;736916;467099;370925;30607;100;712488;461746;29593
"2015";"4. Quartal";"12";"Kohlenbergbau, Torfgewinnung";6;415;2;54;130;875;2108;8762;0;0;21113;1;8338;0;20092
"2015";"4. Quartal";"12";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"12";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"12";"Bekleidungsgewerbe";6;1499;6;185;123;3665;2445;19685;0;0;13132;3;19175;0;12792
"2015";"4. Quartal";"12";"Holzgewerbe (ohne Herstellung von Möbeln) 20";5;486;2;64;132;1305;2685;9505;3162;2276;19557;1;7630;3029;15700
"2015";"4. Quartal";"12";"Papiergewerbe";6;1537;6;182;118;5742;3736;20576;0;0;13387;3;19558;0;12725
"2015";"4. Quartal";"12";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;384;2;46;120;928;2417;5546;0;0;14442;1;5535;0;14414
"2015";"4. Quartal";"12";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"12";"Herstellung von Gummi- und Kunststoffwaren 25";12;1166;5;140;120;2703;2318;10374;564;349;8897;1;10211;564;8757
"2015";"4. Quartal";"12";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";21;8361;35;1055;126;54830;6558;441792;0;0;52839;60;438205;0;52411
"2015";"4. Quartal";"12";"Metallerzeugung und -bearbeitung";10;1599;7;227;142;5898;3689;34930;23511;2156;21844;5;33454;22179;20922
"2015";"4. Quartal";"12";"Herstellung von Metallerzeugnissen";22;4157;17;547;132;15624;3758;73006;42943;6105;17562;10;71006;41635;17081
"2015";"4. Quartal";"12";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"12";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"4. Quartal";"12";"Rundfunk-, Fernseh- und Nachrichtentechnik";6;597;3;72;121;1189;1992;4290;0;0;7185;1;2538;0;4251
"2015";"4. Quartal";"12";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1352;6;181;134;5043;3730;24267;7597;5064;17948;3;22913;6546;16947
"2016";"1. Quartal";"01";"Verarbeitendes Gewerbe gesamt";116;23963;100;3334;139;89498;3735;372010;147528;85136;15524;100;359882;144245;15018
"2016";"1. Quartal";"01";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Bekleidungsgewerbe";7;1592;7;210;132;3911;2457;14669;0;0;9214;4;13964;0;8771
"2016";"1. Quartal";"01";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;330;1;46;139;858;2600;7208;2794;1892;21842;2;5593;2636;16948
"2016";"1. Quartal";"01";"Papiergewerbe";6;1549;7;217;140;5491;3545;27355;0;0;17659;7;25896;0;16718
"2016";"1. Quartal";"01";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;390;2;55;141;907;2326;5908;0;0;15148;2;5875;0;15064
"2016";"1. Quartal";"01";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Herstellung von Gummi- und Kunststoffwaren 25";11;1125;5;157;140;2410;2142;7792;0;0;6926;2;7777;0;6913
"2016";"1. Quartal";"01";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8344;35;1172;140;38614;4628;158117;69230;54424;18949;43;155398;68161;18624
"2016";"1. Quartal";"01";"Metallerzeugung und -bearbeitung";10;1535;6;201;131;5399;3517;20909;9870;1168;13621;6;20452;9762;13324
"2016";"1. Quartal";"01";"Herstellung von Metallerzeugnissen";22;4106;17;604;147;14939;3638;28689;17712;3084;6987;8;27474;16946;6691
"2016";"1. Quartal";"01";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"01";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;546;2;72;132;1204;2205;2492;0;0;4564;1;1375;0;2518
"2016";"1. Quartal";"01";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1344;6;191;142;5146;3829;15315;0;0;11395;4;14575;0;10844
"2016";"1. Quartal";"02";"Verarbeitendes Gewerbe gesamt";116;23854;100;3330;140;84791;3555;450771;240589;172868;18897;100;437323;237544;18333
"2016";"1. Quartal";"02";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Bekleidungsgewerbe";7;1546;7;215;139;4025;2603;17080;0;0;11047;4;16292;0;10538
"2016";"1. Quartal";"02";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;339;1;48;142;904;2667;7349;2657;1849;21678;2;5814;2576;17150
"2016";"1. Quartal";"02";"Papiergewerbe";6;1547;7;222;144;5573;3602;25191;0;0;16283;6;24050;0;15546
"2016";"1. Quartal";"02";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;385;2;56;145;894;2322;5562;3030;1025;14446;1;5547;3025;14408
"2016";"1. Quartal";"02";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Herstellung von Gummi- und Kunststoffwaren 25";11;1126;5;162;144;2412;2142;8258;745;552;7333;2;8242;745;7320
"2016";"1. Quartal";"02";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8263;35;1123;136;33852;4097;223395;0;0;27035;50;218541;0;26448
"2016";"1. Quartal";"02";"Metallerzeugung und -bearbeitung";10;1539;7;219;142;5134;3336;20064;10035;3773;13037;5;19693;9922;12796
"2016";"1. Quartal";"02";"Herstellung von Metallerzeugnissen";22;4112;17;603;147;14122;3434;29865;17670;3372;7262;7;28702;16997;6980
"2016";"1. Quartal";"02";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"02";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;553;2;71;128;1200;2170;3217;0;0;5817;1;1858;0;3360
"2016";"1. Quartal";"02";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1333;6;190;143;5523;4143;12769;1269;1041;9579;3;12066;839;9052
"2016";"1. Quartal";"03";"Verarbeitendes Gewerbe gesamt";116;23853;100;3376;142;86930;3644;500150;259603;170547;20968;100;486400;256362;20392
"2016";"1. Quartal";"03";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Bekleidungsgewerbe";7;1551;7;211;136;4087;2635;19587;0;0;12628;4;18969;0;12230
"2016";"1. Quartal";"03";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;340;1;49;144;869;2556;8007;2667;1846;23550;2;6247;2492;18374
"2016";"1. Quartal";"03";"Papiergewerbe";6;1551;7;225;145;8676;5594;26806;0;0;17283;5;25819;0;16647
"2016";"1. Quartal";"03";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;397;2;57;144;929;2340;6413;3461;1108;16153;1;6360;3459;16020
"2016";"1. Quartal";"03";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Herstellung von Gummi- und Kunststoffwaren 25";11;1131;5;161;142;2597;2296;10401;1022;683;9196;2;10283;1021;9092
"2016";"1. Quartal";"03";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";20;8247;35;1163;141;32417;3931;238759;0;0;28951;48;235147;0;28513
"2016";"1. Quartal";"03";"Metallerzeugung und -bearbeitung";10;1535;6;219;143;5594;3644;20933;9534;1248;13637;4;20467;9406;13334
"2016";"1. Quartal";"03";"Herstellung von Metallerzeugnissen";22;4105;17;610;149;14169;3452;32555;19110;3851;7930;7;30881;17957;7523
"2016";"1. Quartal";"03";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"1. Quartal";"03";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;556;2;72;129;1122;2018;3374;0;0;6068;1;2026;0;3644
"2016";"1. Quartal";"03";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1329;6;189;142;5425;4082;16423;2470;772;12357;3;15883;2290;11951
"2016";"2. Quartal";"04";"Verarbeitendes Gewerbe gesamt";118;23884;100;3419;143;87371;3658;416142;194185;123833;17423;100;404707;191203;16945
"2016";"2. Quartal";"04";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Bekleidungsgewerbe";7;1553;7;218;140;4005;2579;17710;0;0;11403;4;16865;0;10860
"2016";"2. Quartal";"04";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;343;1;48;140;920;2682;7641;2651;1876;22276;2;5932;2446;17294
"2016";"2. Quartal";"04";"Papiergewerbe";6;1549;7;229;148;6011;3881;26523;0;0;17122;6;25300;0;16333
"2016";"2. Quartal";"04";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;388;2;55;142;913;2353;5812;2836;1004;14979;1;5808;2836;14969
"2016";"2. Quartal";"04";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Herstellung von Gummi- und Kunststoffwaren 25";11;1128;5;159;141;2560;2270;8501;1108;700;7536;2;8478;1107;7516
"2016";"2. Quartal";"04";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8339;35;1167;140;32266;3869;188760;108806;88800;22635;45;186817;107792;22403
"2016";"2. Quartal";"04";"Metallerzeugung und -bearbeitung";10;1532;6;221;144;5736;3744;20142;9049;2386;13147;5;19607;8874;12798
"2016";"2. Quartal";"04";"Herstellung von Metallerzeugnissen";22;4081;17;607;149;16563;4059;45540;31702;3319;11159;11;44165;30909;10822
"2016";"2. Quartal";"04";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"04";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;563;2;76;135;1134;2014;3388;0;0;6017;1;1986;0;3528
"2016";"2. Quartal";"04";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1321;6;200;151;4686;3547;15121;2229;502;11446;4;14579;1980;11036
"2016";"2. Quartal";"05";"Verarbeitendes Gewerbe gesamt";118;23863;100;3241;136;95573;4005;458317;225565;142438;19206;100;445671;223232;18676
"2016";"2. Quartal";"05";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Bekleidungsgewerbe";7;1577;7;202;128;4062;2576;17081;0;0;10831;4;16197;0;10271
"2016";"2. Quartal";"05";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;343;1;43;125;880;2566;7609;2511;1815;22183;2;6135;2388;17886
"2016";"2. Quartal";"05";"Papiergewerbe";6;1553;7;223;144;5587;3598;25417;0;0;16366;6;24404;0;15714
"2016";"2. Quartal";"05";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;391;2;54;138;919;2350;5899;0;0;15086;1;5895;0;15077
"2016";"2. Quartal";"05";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Herstellung von Gummi- und Kunststoffwaren 25";11;1132;5;152;134;2523;2229;8231;928;582;7271;2;8193;928;7238
"2016";"2. Quartal";"05";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8274;35;1127;136;41732;5044;205488;121941;105664;24835;45;202007;121348;24415
"2016";"2. Quartal";"05";"Metallerzeugung und -bearbeitung";10;1545;7;220;142;5621;3638;28575;0;0;18495;6;28195;0;18249
"2016";"2. Quartal";"05";"Herstellung von Metallerzeugnissen";22;4078;17;582;143;14807;3631;42318;29777;3216;10377;9;41095;29043;10077
"2016";"2. Quartal";"05";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"05";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;562;2;71;126;1147;2041;3602;0;0;6409;1;2128;0;3786
"2016";"2. Quartal";"05";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1318;6;186;141;5013;3803;21588;4119;3646;16379;5;20644;3687;15663
"2016";"2. Quartal";"06";"Verarbeitendes Gewerbe gesamt";118;23808;100;3396;143;95578;4015;514984;277672;184791;21630;100;500242;274604;21012
"2016";"2. Quartal";"06";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Bekleidungsgewerbe";7;1572;7;216;137;4015;2554;16769;0;0;10667;3;15809;0;10057
"2016";"2. Quartal";"06";"Holzgewerbe (ohne Herstellung von Möbeln) 20";4;341;1;49;144;973;2853;7793;2754;1683;22853;2;6293;2685;18455
"2016";"2. Quartal";"06";"Papiergewerbe";6;1550;7;233;150;6231;4020;27446;0;0;17707;5;25814;0;16654
"2016";"2. Quartal";"06";"Verlags-,Druckgew.,Vervielfält.v.besp.Ton-,Bild-u.Datenträg.";4;389;2;56;144;1003;2578;5559;2408;981;14290;1;5549;2407;14265
"2016";"2. Quartal";"06";"Kokerei,Mineralölverarb.,Herst.u.Verarb.v.Spalt-u.Brutstoff. 23";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Herstellung von Gummi- und Kunststoffwaren 25";11;1131;5;167;148;2684;2373;14311;735;396;12653;3;14273;730;12620
"2016";"2. Quartal";"06";"Glasgewerbe, Keramik, Verarbeitung von Steinen und Erden 26";22;8244;35;1151;140;39037;4735;237015;0;0;28750;46;233171;0;28284
"2016";"2. Quartal";"06";"Metallerzeugung und -bearbeitung";10;1551;7;233;150;5845;3769;31503;0;0;20311;6;31017;0;19998
"2016";"2. Quartal";"06";"Herstellung von Metallerzeugnissen";22;4074;17;611;150;15112;3709;67732;49906;5620;16625;13;66228;48946;16256
"2016";"2. Quartal";"06";"Maschinenbau 29";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Herst.v.Büromasch.,Datenverarbeitungsgeräten u.-einrichtgen.";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Herstellung v.Geräten der Elektrizitätserzeugung, -verteilg.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"2. Quartal";"06";"Rundfunk-, Fernseh- und Nachrichtentechnik";5;564;2;75;133;1542;2734;3839;0;0;6806;1;2454;0;4351
"2016";"2. Quartal";"06";"Medizin-, Meß-, Steuer- und Regelungstechnik, Optik";13;1304;6;192;147;4955;3800;17979;2843;910;13787;4;17033;2329;13062
"2016";"3. Quartal";"07";"Verarbeitendes Gewerbe gesamt";118;23752;100;3040;128;83521;3516;404624;186837;120154;17035;100;389327;182678;16391
"2016";"3. Quartal";"07";"Kohlenbergbau, Torfgewinnung";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Gewinnung v.Erdöl u.Erbringung damit verbund.Dienstleistgen.";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Bergbau auf Uran- und Thoriumerze";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"3. Quartal";"07";"Bekleidungsgewerbe";7;1574;7;206;131;4077;2590;14814;0;0;9411;4;14076;0;8943
