,Jahr,Stadtraum,Heizenergie,Anteil in %
802,2012,17 Briesnitz und westliche OS,Öl,"35,1"
803,2012,17 Briesnitz und westliche OS,Strom,5
804,2012,17 Briesnitz und westliche OS,sonstige,"2,6"
805,2012,18 Dresden gesamt,Kohle,"1,3"
806,2012,18 Dresden gesamt,Gas,"79,9"
807,2012,18 Dresden gesamt,Öl,"9,9"
808,2012,18 Dresden gesamt,Strom,"6,1"
809,2012,18 Dresden gesamt,sonstige,"2,8"
810,2014,01 StB Altstadt ohne Johannstadt,Kohle,0
811,2014,01 StB Altstadt ohne Johannstadt,Gas,k.A.
812,2014,01 StB Altstadt ohne Johannstadt,Öl,k.A.
813,2014,01 StB Altstadt ohne Johannstadt,Strom,k.A.
814,2014,01 StB Altstadt ohne Johannstadt,sonstige,k.A.
815,2014,02 Johannstadt,Kohle,0
816,2014,02 Johannstadt,Gas,k.A.
817,2014,02 Johannstadt,Öl,0
818,2014,02 Johannstadt,Strom,k.A.
819,2014,02 Johannstadt,sonstige,0
820,2014,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,0
821,2014,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"70,7"
822,2014,03 StB Neustadt ohne Leipziger Vorstadt,Öl,"12,3"
823,2014,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"8,5"
824,2014,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"8,6"
825,2014,"04 Leipziger Vorstadt, Pieschen",Kohle,"11,6"
826,2014,"04 Leipziger Vorstadt, Pieschen",Gas,"62,1"
827,2014,"04 Leipziger Vorstadt, Pieschen",Öl,"10,5"
828,2014,"04 Leipziger Vorstadt, Pieschen",Strom,15
829,2014,"04 Leipziger Vorstadt, Pieschen",sonstige,"0,8"
830,2014,"05 Mickten, Kaditz, Trachau",Kohle,"2,2"
831,2014,"05 Mickten, Kaditz, Trachau",Gas,"75,1"
832,2014,"05 Mickten, Kaditz, Trachau",Öl,"8,7"
833,2014,"05 Mickten, Kaditz, Trachau",Strom,"11,7"
834,2014,"05 Mickten, Kaditz, Trachau",sonstige,"2,2"
835,2014,06 StB Klotzsche und nördliche OS,Kohle,"2,6"
836,2014,06 StB Klotzsche und nördliche OS,Gas,72
837,2014,06 StB Klotzsche und nördliche OS,Öl,"17,1"
838,2014,06 StB Klotzsche und nördliche OS,Strom,"6,3"
839,2014,06 StB Klotzsche und nördliche OS,sonstige,2
840,2014,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,"3,1"
841,2014,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,"74,8"
842,2014,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,10
843,2014,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,"7,5"
844,2014,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,"4,1"
845,2014,"08 Blasewitz, Striesen",Kohle,"0,9"
846,2014,"08 Blasewitz, Striesen",Gas,"87,7"
847,2014,"08 Blasewitz, Striesen",Öl,6
848,2014,"08 Blasewitz, Striesen",Strom,"4,3"
849,2014,"08 Blasewitz, Striesen",sonstige,"1,1"
850,2014,"09 Tolkewitz, Seidnitz, Gruna",Kohle,"13,1"
851,2014,"09 Tolkewitz, Seidnitz, Gruna",Gas,"72,1"
852,2014,"09 Tolkewitz, Seidnitz, Gruna",Öl,"1,3"
853,2014,"09 Tolkewitz, Seidnitz, Gruna",Strom,"8,1"
854,2014,"09 Tolkewitz, Seidnitz, Gruna",sonstige,"5,4"
855,2014,10 StB Leuben,Kohle,0
856,2014,10 StB Leuben,Gas,"86,8"
857,2014,10 StB Leuben,Öl,"4,6"
858,2014,10 StB Leuben,Strom,"5,5"
859,2014,10 StB Leuben,sonstige,"3,1"
860,2014,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,0
861,2014,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,k.A.
862,2014,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,0
863,2014,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,k.A.
864,2014,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,0
865,2014,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,0
866,2014,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"87,2"
867,2014,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,6
868,2014,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"6,2"
869,2014,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,"0,6"
870,2014,"13 Südvorstadt, Zschertnitz",Kohle,0
871,2014,"13 Südvorstadt, Zschertnitz",Gas,"82,7"
872,2014,"13 Südvorstadt, Zschertnitz",Öl,"11,1"
873,2014,"13 Südvorstadt, Zschertnitz",Strom,"6,2"
874,2014,"13 Südvorstadt, Zschertnitz",sonstige,0
875,2014,"14 Mockritz, Coschütz, Plauen",Kohle,0
876,2014,"14 Mockritz, Coschütz, Plauen",Gas,"80,3"
877,2014,"14 Mockritz, Coschütz, Plauen",Öl,"10,4"
878,2014,"14 Mockritz, Coschütz, Plauen",Strom,"8,4"
879,2014,"14 Mockritz, Coschütz, Plauen",sonstige,"0,9"
880,2014,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,"5,3"
881,2014,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"77,1"
882,2014,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"4,6"
883,2014,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"9,7"
884,2014,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,"3,1"
885,2014,16 Gorbitz,Kohle,0
886,2014,16 Gorbitz,Gas,k.A.
887,2014,16 Gorbitz,Öl,k.A.
888,2014,16 Gorbitz,Strom,0
889,2014,16 Gorbitz,sonstige,0
890,2014,17 Briesnitz und westliche OS,Kohle,"1,6"
891,2014,17 Briesnitz und westliche OS,Gas,"72,8"
892,2014,17 Briesnitz und westliche OS,Öl,"14,3"
893,2014,17 Briesnitz und westliche OS,Strom,"7,3"
894,2014,17 Briesnitz und westliche OS,sonstige,4
895,2014,18 Dresden gesamt,Kohle,3
896,2014,18 Dresden gesamt,Gas,"77,1"
897,2014,18 Dresden gesamt,Öl,"8,6"
898,2014,18 Dresden gesamt,Strom,"8,3"
899,2014,18 Dresden gesamt,sonstige,3
900,2016,01 StB Altstadt ohne Johannstadt,Kohle,"3,6"
901,2016,01 StB Altstadt ohne Johannstadt,Gas,"49,5"
902,2016,01 StB Altstadt ohne Johannstadt,Öl,"9,6"
903,2016,01 StB Altstadt ohne Johannstadt,Strom,"23,8"
904,2016,01 StB Altstadt ohne Johannstadt,sonstige,"13,5"
905,2016,02 Johannstadt,Kohle,0
906,2016,02 Johannstadt,Gas,k.A.
907,2016,02 Johannstadt,Öl,0
908,2016,02 Johannstadt,Strom,k.A.
909,2016,02 Johannstadt,sonstige,k.A.
910,2016,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,"8,4"
911,2016,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"50,8"
912,2016,03 StB Neustadt ohne Leipziger Vorstadt,Öl,"16,8"
913,2016,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"18,5"
914,2016,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"5,5"
915,2016,"04 Leipziger Vorstadt, Pieschen",Kohle,0
916,2016,"04 Leipziger Vorstadt, Pieschen",Gas,"73,2"
917,2016,"04 Leipziger Vorstadt, Pieschen",Öl,"9,8"
918,2016,"04 Leipziger Vorstadt, Pieschen",Strom,"8,7"
919,2016,"04 Leipziger Vorstadt, Pieschen",sonstige,"8,2"
920,2016,"05 Mickten, Kaditz, Trachau",Kohle,"1,7"
921,2016,"05 Mickten, Kaditz, Trachau",Gas,"75,9"
922,2016,"05 Mickten, Kaditz, Trachau",Öl,"7,1"
923,2016,"05 Mickten, Kaditz, Trachau",Strom,"11,2"
924,2016,"05 Mickten, Kaditz, Trachau",sonstige,"4,2"
925,2016,06 StB Klotzsche und nördliche OS,Kohle,"0,6"
926,2016,06 StB Klotzsche und nördliche OS,Gas,80
927,2016,06 StB Klotzsche und nördliche OS,Öl,"14,2"
928,2016,06 StB Klotzsche und nördliche OS,Strom,"3,3"
929,2016,06 StB Klotzsche und nördliche OS,sonstige,"1,9"
930,2016,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,"1,6"
931,2016,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,"79,2"
932,2016,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,"8,5"
933,2016,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,"6,5"
934,2016,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,"4,2"
935,2016,"08 Blasewitz, Striesen",Kohle,0
936,2016,"08 Blasewitz, Striesen",Gas,"82,2"
937,2016,"08 Blasewitz, Striesen",Öl,"3,8"
938,2016,"08 Blasewitz, Striesen",Strom,"8,7"
939,2016,"08 Blasewitz, Striesen",sonstige,"5,3"
940,2016,"09 Tolkewitz, Seidnitz, Gruna",Kohle,"0,7"
941,2016,"09 Tolkewitz, Seidnitz, Gruna",Gas,"80,5"
942,2016,"09 Tolkewitz, Seidnitz, Gruna",Öl,5
943,2016,"09 Tolkewitz, Seidnitz, Gruna",Strom,"9,9"
944,2016,"09 Tolkewitz, Seidnitz, Gruna",sonstige,"3,8"
945,2016,10 StB Leuben,Kohle,0
946,2016,10 StB Leuben,Gas,"86,6"
947,2016,10 StB Leuben,Öl,"3,5"
948,2016,10 StB Leuben,Strom,"8,7"
949,2016,10 StB Leuben,sonstige,"1,1"
950,2016,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,0
951,2016,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,k.A.
952,2016,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,k.A.
953,2016,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,k.A.
954,2016,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,0
955,2016,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,"0,6"
956,2016,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,"85,2"
957,2016,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,"5,9"
958,2016,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"3,4"
959,2016,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,5
960,2016,"13 Südvorstadt, Zschertnitz",Kohle,0
961,2016,"13 Südvorstadt, Zschertnitz",Gas,"84,3"
962,2016,"13 Südvorstadt, Zschertnitz",Öl,"2,8"
963,2016,"13 Südvorstadt, Zschertnitz",Strom,"5,2"
964,2016,"13 Südvorstadt, Zschertnitz",sonstige,"7,8"
965,2016,"14 Mockritz, Coschütz, Plauen",Kohle,0
966,2016,"14 Mockritz, Coschütz, Plauen",Gas,"82,2"
967,2016,"14 Mockritz, Coschütz, Plauen",Öl,"7,9"
968,2016,"14 Mockritz, Coschütz, Plauen",Strom,"4,7"
969,2016,"14 Mockritz, Coschütz, Plauen",sonstige,"5,2"
970,2016,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,0
971,2016,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"83,2"
972,2016,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"7,2"
973,2016,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"5,5"
974,2016,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,"4,2"
975,2016,16 Gorbitz,Kohle,0
976,2016,16 Gorbitz,Gas,k.A.
977,2016,16 Gorbitz,Öl,k.A.
978,2016,16 Gorbitz,Strom,0
979,2016,16 Gorbitz,sonstige,0
980,2016,17 Briesnitz und westliche OS,Kohle,0
981,2016,17 Briesnitz und westliche OS,Gas,"67,9"
982,2016,17 Briesnitz und westliche OS,Öl,"19,8"
983,2016,17 Briesnitz und westliche OS,Strom,"7,6"
984,2016,17 Briesnitz und westliche OS,sonstige,"4,7"
985,2016,18 Dresden gesamt,Kohle,"0,9"
986,2016,18 Dresden gesamt,Gas,"76,6"
987,2016,18 Dresden gesamt,Öl,9
988,2016,18 Dresden gesamt,Strom,"8,5"
989,2016,18 Dresden gesamt,sonstige,"4,9"
990,2018,01 StB Altstadt ohne Johannstadt,Kohle,0
991,2018,01 StB Altstadt ohne Johannstadt,Gas,k.A.
992,2018,01 StB Altstadt ohne Johannstadt,Öl,k.A.
993,2018,01 StB Altstadt ohne Johannstadt,Strom,k.A.
994,2018,01 StB Altstadt ohne Johannstadt,sonstige,k.A.
995,2018,02 Johannstadt,Kohle,0
996,2018,02 Johannstadt,Gas,"55,4"
997,2018,02 Johannstadt,Öl,"9,6"
998,2018,02 Johannstadt,Strom,"21,1"
999,2018,02 Johannstadt,sonstige,"13,9"
1000,2018,03 StB Neustadt ohne Leipziger Vorstadt,Kohle,"3,3"
1001,2018,03 StB Neustadt ohne Leipziger Vorstadt,Gas,"60,7"
1002,2018,03 StB Neustadt ohne Leipziger Vorstadt,Öl,"13,6"
1003,2018,03 StB Neustadt ohne Leipziger Vorstadt,Strom,"11,7"
1004,2018,03 StB Neustadt ohne Leipziger Vorstadt,sonstige,"10,7"
1005,2018,"04 Leipziger Vorstadt, Pieschen",Kohle,"0,8"
1006,2018,"04 Leipziger Vorstadt, Pieschen",Gas,"79,1"
1007,2018,"04 Leipziger Vorstadt, Pieschen",Öl,"3,7"
1008,2018,"04 Leipziger Vorstadt, Pieschen",Strom,"10,1"
1009,2018,"04 Leipziger Vorstadt, Pieschen",sonstige,"6,4"
1010,2018,"05 Mickten, Kaditz, Trachau",Kohle,0
1011,2018,"05 Mickten, Kaditz, Trachau",Gas,"79,6"
1012,2018,"05 Mickten, Kaditz, Trachau",Öl,"7,2"
1013,2018,"05 Mickten, Kaditz, Trachau",Strom,"7,2"
1014,2018,"05 Mickten, Kaditz, Trachau",sonstige,6
1015,2018,06 StB Klotzsche und nördliche OS,Kohle,0
1016,2018,06 StB Klotzsche und nördliche OS,Gas,"67,7"
1017,2018,06 StB Klotzsche und nördliche OS,Öl,"16,5"
1018,2018,06 StB Klotzsche und nördliche OS,Strom,"8,4"
1019,2018,06 StB Klotzsche und nördliche OS,sonstige,"7,5"
1020,2018,07 StB Loschwitz und OS Schönfeld-Weißig,Kohle,"1,5"
1021,2018,07 StB Loschwitz und OS Schönfeld-Weißig,Gas,"72,7"
1022,2018,07 StB Loschwitz und OS Schönfeld-Weißig,Öl,"12,1"
1023,2018,07 StB Loschwitz und OS Schönfeld-Weißig,Strom,"9,5"
1024,2018,07 StB Loschwitz und OS Schönfeld-Weißig,sonstige,"4,2"
1025,2018,"08 Blasewitz, Striesen",Kohle,0
1026,2018,"08 Blasewitz, Striesen",Gas,"75,5"
1027,2018,"08 Blasewitz, Striesen",Öl,"6,1"
1028,2018,"08 Blasewitz, Striesen",Strom,"13,9"
1029,2018,"08 Blasewitz, Striesen",sonstige,"4,5"
1030,2018,"09 Tolkewitz, Seidnitz, Gruna",Kohle,0
1031,2018,"09 Tolkewitz, Seidnitz, Gruna",Gas,"75,7"
1032,2018,"09 Tolkewitz, Seidnitz, Gruna",Öl,"4,8"
1033,2018,"09 Tolkewitz, Seidnitz, Gruna",Strom,"9,4"
1034,2018,"09 Tolkewitz, Seidnitz, Gruna",sonstige,"10,1"
1035,2018,10 StB Leuben,Kohle,0
1036,2018,10 StB Leuben,Gas,"83,5"
1037,2018,10 StB Leuben,Öl,"3,2"
1038,2018,10 StB Leuben,Strom,10
1039,2018,10 StB Leuben,sonstige,"3,3"
1040,2018,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Kohle,0
1041,2018,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Gas,k.A.
1042,2018,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Öl,0
1043,2018,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",Strom,k.A.
1044,2018,"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)",sonstige,0
1045,2018,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Kohle,0
1046,2018,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Gas,85
1047,2018,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Öl,"8,8"
1048,2018,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",Strom,"5,8"
1049,2018,"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)",sonstige,"0,5"
1050,2018,"13 Südvorstadt, Zschertnitz",Kohle,0
1051,2018,"13 Südvorstadt, Zschertnitz",Gas,"69,1"
1052,2018,"13 Südvorstadt, Zschertnitz",Öl,"13,1"
1053,2018,"13 Südvorstadt, Zschertnitz",Strom,"15,7"
1054,2018,"13 Südvorstadt, Zschertnitz",sonstige,2
1055,2018,"14 Mockritz, Coschütz, Plauen",Kohle,0
1056,2018,"14 Mockritz, Coschütz, Plauen",Gas,"85,4"
1057,2018,"14 Mockritz, Coschütz, Plauen",Öl,"7,2"
1058,2018,"14 Mockritz, Coschütz, Plauen",Strom,"7,5"
1059,2018,"14 Mockritz, Coschütz, Plauen",sonstige,0
1060,2018,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Kohle,"1,3"
1061,2018,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Gas,"81,4"
1062,2018,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Öl,"4,3"
1063,2018,"15 Cotta, Löbtau, Naußlitz, Dölzschen",Strom,"10,8"
1064,2018,"15 Cotta, Löbtau, Naußlitz, Dölzschen",sonstige,"2,1"
1065,2018,16 Gorbitz,Kohle,0
1066,2018,16 Gorbitz,Gas,k.A.
1067,2018,16 Gorbitz,Öl,k.A.
1068,2018,16 Gorbitz,Strom,k.A.
1069,2018,16 Gorbitz,sonstige,0
1070,2018,17 Briesnitz und westliche OS,Kohle,0
1071,2018,17 Briesnitz und westliche OS,Gas,"64,6"
1072,2018,17 Briesnitz und westliche OS,Öl,"21,9"
1073,2018,17 Briesnitz und westliche OS,Strom,"7,8"
1074,2018,17 Briesnitz und westliche OS,sonstige,"5,7"
1075,2018,18 Dresden gesamt,Kohle,"0,6"
1076,2018,18 Dresden gesamt,Gas,"74,5"
1077,2018,18 Dresden gesamt,Öl,"9,4"
1078,2018,18 Dresden gesamt,Strom,"10,5"
1079,2018,18 Dresden gesamt,sonstige,5
