"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Wohnungen gesamt";"Wohnungen mit 1Raum";"Wohnungen mit 2 Räumen";"Wohnungen mit 3 Räumen";"Wohnungen mit 4 Räumen";"Wohnungen mit 5 Räumen";"Wohnungen mit 6 Räumen";"Wohnungen mit 7 u.mehr Räumen";"Gebäudeanzahl"
"2014";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7219;667;2878;2788;675;162;36;13;979
"2014";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3086;193;1342;1028;315;129;49;30;923
"2014";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5442;266;1818;2093;945;226;66;28;1259
"2014";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6942;538;3025;2341;739;228;54;17;1120
"2014";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7537;864;1667;2678;1567;512;171;78;1945
"2014";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";3033;105;592;914;732;428;181;81;2074
"2014";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2789;66;464;757;786;484;161;71;1950
"2014";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1990;44;318;602;474;335;169;48;1177
"2014";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3033;149;774;833;643;316;194;124;1305
"2014";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5640;266;1219;1771;1289;659;256;180;2375
"2014";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1712;65;402;504;366;198;112;65;945
"2014";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3050;367;1044;678;434;321;120;86;1240
"2014";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1792;79;257;380;458;344;151;123;1249
"2014";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1524;57;216;402;413;274;103;59;1047
"2014";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5205;368;1561;1702;992;366;124;92;1159
"2014";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7350;466;2743;2456;1197;366;90;32;855
"2014";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5995;532;2371;2217;693;138;28;16;580
"2014";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7028;414;2577;3140;691;142;39;25;703
"2014";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6195;223;1915;3165;715;122;40;15;812
"2014";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7838;956;2871;2823;974;164;43;7;1123
"2014";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7285;657;2053;3269;988;210;44;64;1129
"2014";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6900;262;2714;2884;790;173;32;45;1019
"2014";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6782;550;2523;2627;757;241;64;20;1336
"2014";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4317;213;971;1412;949;462;198;112;2002
"2014";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3672;678;937;1323;545;158;24;7;545
"2014";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3728;601;1016;1542;484;76;6;3;314
"2014";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5252;1453;1460;1594;601;132;12;0;253
"2014";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2864;124;645;1116;612;237;84;46;1149
"2014";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3120;76;680;905;837;382;166;74;1822
"2014";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7659;782;1822;2713;1586;504;150;102;2236
"2014";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;594;285;5;0;0;147
"2014";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3212;206;809;1176;658;274;58;31;819
"2014";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2938;248;1031;1231;332;84;9;3;523
"2014";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6142;384;1868;2673;1006;160;35;16;577
"2014";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3388;935;905;1037;364;100;29;18;418
"2014";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5530;919;1276;2158;1004;132;28;13;699
"2014";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4096;546;808;1481;875;214;106;66;1038
"2014";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3105;275;986;1032;474;233;76;29;1185
"2014";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5797;396;1722;1960;1218;376;88;37;1022
"2014";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3841;230;961;1233;802;383;140;92;1734
"2014";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6432;419;2962;2270;593;135;41;12;964
"2014";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5110;387;2260;1876;483;67;30;7;492
"2014";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6364;396;3085;2241;535;83;20;4;673
"2014";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5163;286;1937;1430;879;388;176;67;1899
"2014";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5172;1864;911;1621;598;164;8;6;521
"2014";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3802;1017;786;1388;513;94;0;4;270
"2014";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3871;1163;683;1446;560;19;0;0;286
"2014";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5908;352;1883;1911;1075;413;170;104;2264
"2014";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1936;57;347;422;467;423;164;56;1245
"2015";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1033;110;466;269;164;19;2;3;89
"2015";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3962;539;2117;1019;278;9;0;0;204
"2015";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4247;1346;1073;1506;255;43;12;12;297
"2015";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";5149;474;2240;1939;445;40;8;3;396
"2015";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4293;689;1790;1291;417;82;14;10;414
"2015";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6291;621;2205;2465;833;147;9;11;315
"2015";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7126;334;3083;3290;389;27;3;0;455
"2015";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9711;1172;4300;2956;949;244;62;28;1135
"2015";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4590;503;1281;1592;816;265;91;42;777
"2015";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4063;650;1199;1502;568;100;38;6;442
"2015";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6511;559;2612;2340;787;159;46;8;802
"2015";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1339;123;559;450;129;68;4;6;205
"2015";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6445;495;2957;2269;528;149;31;16;816
"2015";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7235;668;2865;2796;689;163;40;14;980
"2015";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3094;193;1344;1028;317;131;51;30;925
"2015";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5348;253;1601;2165;1008;222;71;28;1260
"2015";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6937;537;3013;2348;740;228;55;16;1117
"2015";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7526;857;1674;2662;1560;520;175;78;1959
"2015";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";3033;106;586;915;733;432;180;81;2075
"2015";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2802;66;459;757;795;489;163;73;1963
"2015";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2008;43;316;602;479;344;174;50;1192
"2015";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3029;149;767;828;640;321;199;125;1303
"2015";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5711;259;1207;1804;1315;660;283;183;2408
"2015";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1715;71;397;493;366;203;117;68;943
"2015";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3046;367;1032;680;437;322;121;87;1242
"2015";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1804;79;257;381;461;348;150;128;1259
"2015";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1525;59;209;404;411;275;105;62;1049
"2015";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5205;358;1537;1713;1003;375;126;93;1156
"2015";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7454;463;2758;2500;1236;369;90;38;867
"2015";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6089;548;2376;2243;728;148;29;17;585
"2015";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7219;439;2617;3191;741;167;40;24;719
"2015";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6209;224;1946;3139;721;124;40;15;812
"2015";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7840;952;2849;2828;999;162;43;7;1127
"2015";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7281;651;2045;3249;1016;211;45;64;1126
"2015";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6914;273;2712;2902;789;158;32;48;1022
"2015";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6801;548;2527;2631;770;240;65;20;1346
"2015";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4337;208;967;1417;968;463;200;114;2009
"2015";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3650;671;903;1328;547;165;27;9;542
"2015";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3739;611;1012;1538;493;76;6;3;314
"2015";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5242;1451;1463;1574;610;132;12;0;253
"2015";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2877;125;640;1124;616;242;81;49;1160
"2015";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3124;75;673;908;837;389;169;73;1828
"2015";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7688;785;1809;2714;1607;516;150;107;2248
"2015";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;594;285;5;0;0;147
"2015";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3229;168;824;1196;667;281;61;32;817
"2015";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2940;247;1031;1234;332;84;9;3;525
"2015";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6199;388;1887;2696;1022;153;37;16;575
"2015";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3386;935;902;1037;365;100;29;18;417
"2015";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5521;918;1270;2148;1013;131;28;13;694
"2015";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4049;517;796;1462;885;215;107;67;1042
"2015";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3101;274;979;1027;475;238;76;32;1187
"2015";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5836;421;1718;1972;1218;379;90;38;1023
"2015";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3831;228;948;1224;803;390;143;95;1740
"2015";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6457;437;2945;2278;605;139;40;13;974
"2015";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5142;423;2262;1857;481;76;36;7;492
"2015";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6380;398;3082;2247;543;84;21;5;674
"2015";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5188;286;1924;1439;898;396;177;68;1912
"2015";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5171;1864;911;1620;598;164;8;6;521
"2015";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3794;1017;784;1388;507;94;0;4;270
"2015";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3874;1154;688;1453;560;19;0;0;286
"2015";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5932;351;1892;1907;1085;421;170;106;2271
"2015";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1938;57;342;420;469;424;168;58;1251
"2016";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1032;110;463;267;168;19;2;3;90
"2016";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3962;539;2117;1019;278;9;0;0;204
"2016";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4560;1382;1206;1634;266;46;12;14;312
"2016";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";5448;523;2352;2032;485;45;8;3;412
"2016";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4459;718;1809;1366;443;97;15;11;438
"2016";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6328;624;2220;2480;838;146;9;11;319
"2016";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7094;361;3064;3276;364;27;2;0;451
"2016";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9805;1168;4303;2978;995;264;68;29;1153
"2016";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4720;514;1322;1626;836;274;100;48;791
"2016";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4077;652;1198;1515;568;100;38;6;442
"2016";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6522;551;2584;2365;805;163;47;7;801
"2016";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1438;120;569;473;142;124;4;6;269
"2016";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6454;497;2944;2273;534;155;34;17;821
"2016";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7224;662;2854;2793;688;168;42;17;984
"2016";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3109;194;1349;1029;320;135;51;31;925
"2016";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5358;255;1602;2164;1014;221;74;28;1266
"2016";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6999;555;3029;2368;745;231;55;16;1123
"2016";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7574;913;1699;2632;1528;539;180;83;1995
"2016";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";3044;105;575;910;746;441;186;81;2095
"2016";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2811;64;448;754;805;500;162;78;1977
"2016";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2011;43;315;595;480;349;176;53;1201
"2016";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";2974;145;739;795;640;323;206;126;1297
"2016";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5708;270;1179;1778;1325;675;294;187;2422
"2016";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1711;67;391;489;372;203;120;69;944
"2016";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3050;363;1024;680;444;325;125;89;1253
"2016";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1817;77;258;383;461;354;155;129;1271
"2016";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1532;54;203;407;419;280;105;64;1055
"2016";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5259;346;1513;1729;1053;392;127;99;1160
"2016";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7569;458;2773;2547;1296;370;88;37;883
"2016";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6362;548;2430;2346;822;168;29;19;607
"2016";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7217;438;2616;3189;741;167;42;24;720
"2016";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6225;223;1955;3143;724;125;40;15;813
"2016";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7862;952;2844;2842;1009;164;43;8;1128
"2016";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7322;652;2053;3259;1027;222;45;64;1135
"2016";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6918;277;2707;2903;791;161;32;47;1027
"2016";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6822;554;2526;2633;780;242;67;20;1349
"2016";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4331;201;960;1412;968;469;204;117;2010
"2016";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3640;669;878;1335;558;161;30;9;538
"2016";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3739;611;1012;1538;493;76;6;3;314
"2016";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5161;1439;1447;1547;584;132;12;0;251
"2016";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2852;124;627;1109;616;246;82;48;1158
"2016";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3132;73;654;901;839;419;170;76;1856
"2016";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7694;786;1794;2710;1615;525;154;110;2255
"2016";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2068;810;374;599;280;5;0;0;147
"2016";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3278;166;841;1200;682;294;62;33;826
"2016";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2940;247;1024;1238;333;86;9;3;527
"2016";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";6228;388;1885;2726;1023;152;37;17;579
"2016";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";3449;942;930;1049;376;103;28;21;419
"2016";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5520;918;1270;2172;991;127;28;14;695
"2016";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4076;517;792;1471;904;214;108;70;1049
"2016";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3100;272;974;1027;477;241;76;33;1191
"2016";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5882;426;1717;2004;1225;378;91;41;1033
"2016";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3834;222;939;1214;807;404;148;100;1756
"2016";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6505;435;2942;2285;649;141;40;13;994
"2016";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5186;469;2274;1835;487;78;36;7;493
"2016";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6416;400;3094;2264;548;82;21;7;680
"2016";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5138;282;1817;1455;936;398;180;70;1917
"2016";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5179;1866;912;1619;603;165;8;6;524
"2016";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3794;1017;784;1388;507;94;0;4;270
"2016";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3875;1154;689;1454;560;18;0;0;286
"2016";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5964;348;1884;1919;1105;427;171;110;2281
"2016";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1964;64;344;421;478;427;172;58;1260
"2017";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1118;111;499;301;183;19;2;3;97
"2017";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3963;539;2118;1019;278;9;0;0;204
"2017";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4557;1382;1202;1632;268;46;13;14;311
"2017";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";5490;503;2365;2057;501;53;8;3;418
"2017";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4421;667;1792;1383;455;98;15;11;438
"2017";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6337;624;2220;2480;842;147;13;11;320
"2017";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7140;364;3072;3296;379;27;2;0;453
