"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtraum";"Wohnungen gesamt";"Wohnungen mit 1Raum";"Wohnungen mit 2 Räumen";"Wohnungen mit 3 Räumen";"Wohnungen mit 4 Räumen";"Wohnungen mit 5 Räumen";"Wohnungen mit 6 Räumen";"Wohnungen mit 7 u.mehr Räumen";"Gebäudeanzahl"
"2005";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5800;525;2316;2155;637;126;22;19;534
"2005";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6687;423;2676;2876;542;122;28;20;641
"2005";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6797;423;2050;3377;750;159;26;12;845
"2005";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7853;998;2976;2880;844;126;24;5;1025
"2005";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7248;771;1894;3222;1090;205;36;30;1092
"2005";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";7152;303;2920;2965;733;171;19;41;968
"2005";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6701;615;2597;2587;635;197;50;20;1232
"2005";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4235;230;1085;1404;848;412;168;88;1869
"2005";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3731;727;893;1399;535;154;17;6;538
"2005";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3806;696;979;1560;488;75;5;3;317
"2005";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5185;1419;1328;1661;634;131;12;0;252
"2005";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";4186;387;1202;1564;732;180;82;39;1118
"2005";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2822;88;715;861;670;292;140;56;1540
"2005";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7583;765;1866;2782;1508;453;123;86;2135
"2005";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3190;989;590;1058;552;0;0;1;216
"2005";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3169;181;808;1204;631;266;50;29;785
"2005";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2981;239;1147;1137;344;104;9;1;509
"2005";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5948;409;1676;2701;974;143;32;13;566
"2005";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";2959;752;817;977;294;74;25;20;367
"2005";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5708;1030;1213;2175;1121;128;28;13;684
"2005";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3963;529;812;1464;843;181;83;51;951
"2005";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3111;272;1075;1056;444;194;55;15;1129
"2005";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5672;371;1471;2047;1342;339;76;26;973
"2005";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3726;204;999;1222;742;366;125;68;1617
"2005";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6492;427;3223;2233;459;111;33;6;909
"2005";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";4986;287;2305;1869;438;63;21;3;454
"2005";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6344;412;3136;2238;457;78;18;5;664
"2005";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5160;312;2146;1355;817;328;141;61;1800
"2005";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5682;2147;841;1701;887;93;8;5;544
"2005";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3781;1019;681;1430;568;82;0;1;245
"2005";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";4264;1266;670;1583;726;19;0;0;301
"2005";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5845;482;1905;1938;931;375;139;75;2090
"2005";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1760;58;365;397;363;380;150;47;1067
"2006";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1054;128;474;277;137;35;3;0;84
"2006";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3961;591;2218;934;200;17;0;1;207
"2006";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4202;1381;1098;1444;227;41;7;4;282
"2006";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4838;527;2063;1783;450;11;4;0;361
"2006";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4035;592;1661;1348;358;67;9;0;364
"2006";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6052;578;2450;2372;567;71;9;5;310
"2006";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7100;571;3070;3105;331;17;1;5;461
"2006";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9667;1077;4184;2948;1014;337;63;44;1128
"2006";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4511;551;1260;1588;780;224;71;37;715
"2006";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3796;542;1230;1389;499;90;33;13;423
"2006";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6492;491;2743;2361;726;137;28;6;766
"2006";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1176;166;465;411;107;26;0;1;147
"2006";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6485;460;3084;2295;479;131;26;10;794
"2006";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7180;604;3019;2759;626;137;26;9;929
"2006";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3108;196;1412;1037;285;107;47;24;900
"2006";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5409;278;1818;2088;922;213;63;27;1246
"2006";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6961;445;3095;2436;725;207;40;13;1095
"2006";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7384;981;1814;2561;1384;415;151;78;1830
"2006";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2959;117;618;901;674;400;173;76;1990
"2006";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2610;61;484;732;694;435;147;57;1774
"2006";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1875;43;306;592;428;313;158;35;1088
"2006";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";2870;155;784;818;587;256;160;110;1215
"2006";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5564;311;1271;1791;1205;613;222;151;2284
"2006";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1691;76;420;525;334;188;98;50;903
"2006";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3002;366;1069;714;382;292;103;76;1141
"2006";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1670;82;276;385;386;304;130;107;1109
"2006";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1482;59;232;389;385;261;100;56;999
"2006";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5144;394;1693;1628;884;363;105;77;1125
"2006";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6991;482;2703;2349;1075;281;76;25;779
"2006";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5802;520;2310;2157;649;126;22;18;537
"2006";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6699;427;2682;2878;544;119;29;20;645
"2006";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6690;423;2049;3313;723;144;26;12;838
"2006";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7869;1002;2971;2876;855;134;26;5;1047
"2006";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7251;773;1893;3220;1094;204;37;30;1092
"2006";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6950;307;2787;2884;737;172;22;41;963
"2006";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6712;608;2571;2590;660;207;55;21;1254
"2006";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4255;241;1081;1402;851;415;172;93;1891
"2006";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3719;725;883;1397;535;157;16;6;530
"2006";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3806;696;979;1560;488;75;5;3;317
"2006";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5185;1419;1328;1661;634;131;12;0;252
"2006";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";4207;386;1207;1569;739;183;83;40;1132
"2006";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2909;90;715;878;705;316;146;59;1613
"2006";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7619;765;1867;2794;1524;459;125;85;2164
"2006";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3190;989;590;1058;552;0;0;1;216
"2006";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3192;209;813;1190;632;266;52;30;792
"2006";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2976;236;1130;1150;346;104;9;1;510
"2006";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5977;404;1690;2708;986;149;29;11;572
"2006";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";2967;754;813;983;299;72;26;20;366
"2006";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5716;1030;1213;2176;1125;129;29;14;692
"2006";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3986;532;808;1463;847;191;89;56;976
"2006";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3121;271;1070;1061;447;199;56;17;1141
"2006";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5677;367;1463;2053;1345;346;77;26;979
"2006";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3720;210;976;1233;742;363;127;69;1625
"2006";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6509;427;3227;2234;471;110;34;6;922
"2006";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";4984;285;2302;1874;437;62;21;3;457
"2006";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6342;406;3135;2251;449;78;18;5;662
"2006";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5131;302;2121;1344;825;336;145;58;1809
"2006";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5240;2053;813;1502;766;93;8;5;514
"2006";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3781;1019;681;1430;568;82;0;1;245
"2006";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";4265;1266;670;1583;727;19;0;0;302
"2006";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5839;434;1894;1943;959;387;144;78;2121
"2006";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1775;58;364;395;372;388;150;48;1082
"2007";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1039;128;460;276;137;35;3;0;83
"2007";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3962;588;2222;934;200;17;0;1;208
"2007";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4177;1415;1036;1445;227;42;7;5;282
"2007";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4872;527;2097;1781;453;10;4;0;363
"2007";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4030;607;1680;1312;360;62;9;0;360
"2007";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6063;578;2452;2370;575;74;9;5;312
"2007";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7101;571;3070;3106;331;17;1;5;462
"2007";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9647;1085;4177;2943;1002;332;64;44;1123
"2007";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4515;556;1249;1585;782;233;72;38;726
"2007";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3792;523;1228;1396;511;89;34;11;423
"2007";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6477;494;2720;2356;731;138;32;6;768
"2007";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1150;165;459;400;99;26;1;0;121
"2007";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6452;457;3078;2261;486;134;26;10;792
"2007";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7184;608;3014;2761;622;142;28;9;939
"2007";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3114;196;1406;1043;290;107;47;25;902
"2007";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5410;279;1815;2089;925;212;63;27;1246
"2007";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6970;467;3095;2404;744;207;40;13;1099
"2007";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7406;978;1815;2557;1405;420;153;78;1856
"2007";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2978;114;617;908;678;409;175;77;2008
"2007";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2630;66;479;737;703;437;151;57;1791
"2007";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1897;46;313;599;431;313;161;34;1095
"2007";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";2897;153;786;817;599;262;169;111;1233
"2007";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5593;307;1277;1795;1210;622;232;150;2307
"2007";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1707;75;417;528;342;191;101;53;917
"2007";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";3015;370;1067;708;397;296;102;75;1155
"2007";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1693;82;276;384;397;311;132;111;1130
"2007";"47 Schönfeld/Schullwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1496;57;232;393;398;262;100;54;1010
"2007";"51 Blasewitz";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5158;393;1691;1633;894;358;108;81;1141
"2007";"52 Striesen-Ost";"StB 5 Blasewitz";"08 Blasewitz, Striesen";7026;487;2706;2351;1089;292;76;25;787
"2007";"53 Striesen-Süd";"StB 5 Blasewitz";"08 Blasewitz, Striesen";5799;514;2308;2161;645;130;22;19;542
"2007";"54 Striesen-West";"StB 5 Blasewitz";"08 Blasewitz, Striesen";6731;430;2683;2898;549;122;29;20;650
"2007";"55 Tolkewitz/Seidnitz-Nord";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";6711;423;2049;3324;733;144;27;11;841
"2007";"56 Seidnitz/Dobritz";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7851;998;2980;2838;855;147;27;6;1049
"2007";"57 Gruna";"StB 5 Blasewitz";"09 Tolkewitz, Seidnitz, Gruna";7252;772;1896;3221;1090;203;38;32;1094
"2007";"61 Leuben";"StB 6 Leuben";"10 StB Leuben";6936;295;2774;2886;741;174;25;41;968
"2007";"62 Laubegast";"StB 6 Leuben";"10 StB Leuben";6705;609;2550;2579;675;215;57;20;1261
"2007";"63 Kleinzschachwitz";"StB 6 Leuben";"10 StB Leuben";4286;258;1082;1401;856;420;175;94;1901
"2007";"64 Großzschachwitz";"StB 6 Leuben";"10 StB Leuben";3734;725;888;1398;540;159;17;7;537
"2007";"71 Prohlis-Nord";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";3799;696;980;1552;488;75;5;3;317
"2007";"72 Prohlis-Süd";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";5237;1419;1344;1687;644;131;12;0;253
"2007";"73 Niedersedlitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3814;322;1164;1382;638;186;82;40;1114
"2007";"74 Lockwitz";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";2926;88;709;881;718;327;144;59;1632
"2007";"75 Leubnitz-Neuostra";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";7633;766;1848;2790;1548;468;126;87;2180
"2007";"76 Strehlen";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2764;923;524;878;438;0;0;1;186
"2007";"76 Strehlen";"StB 7 Prohlis";"12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben)";3196;212;804;1193;645;258;53;31;796
"2007";"77 Reick";"StB 7 Prohlis";"11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben)";2958;233;1121;1142;348;104;9;1;512
"2007";"81 Südvorstadt-West";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5974;403;1689;2706;985;151;29;11;569
"2007";"82 Südvorstadt-Ost";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";2971;754;815;980;303;73;26;20;370
"2007";"83 Räcknitz/Zschertnitz";"StB 8 Plauen";"13 Südvorstadt, Zschertnitz";5726;1027;1237;2169;1123;127;29;14;697
"2007";"84 Kleinpestitz/Mockritz";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";4000;530;811;1464;849;199;89;58;989
"2007";"85 Coschütz/Gittersee";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";3111;268;1066;1048;450;204;57;18;1147
"2007";"86 Plauen";"StB 8 Plauen";"14 Mockritz, Coschütz, Plauen";5713;388;1463;2070;1338;347;81;26;985
"2007";"90 Cossebaude/Mobschatz/Oberw.";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";3731;213;968;1235;751;363;128;73;1642
"2007";"91 Cotta";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6471;417;3202;2200;496;114;36;6;942
"2007";"92 Löbtau-Nord";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";4988;295;2300;1873;432;64;21;3;459
"2007";"93 Löbtau-Süd";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";6349;418;3132;2249;452;75;18;5;667
"2007";"94 Naußlitz";"StB 9 Cotta/westliche Ortschaften";"15 Cotta, Löbtau, Naußlitz, Dölzschen";5144;305;2110;1346;835;341;148;59;1822
"2007";"95 Gorbitz-Süd";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";5245;2053;818;1500;766;95;8;5;516
"2007";"96 Gorbitz-Ost";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";3781;1019;681;1430;569;81;0;1;245
"2007";"97 Gorbitz-Nord/Neu-Omsewitz";"StB 9 Cotta/westliche Ortschaften";"16 Gorbitz";4265;1266;670;1583;727;19;0;0;302
"2007";"98 Briesnitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";5881;428;1920;1954;972;384;144;79;2136
"2007";"99 Altfranken/Gompitz";"StB 9 Cotta/westliche Ortschaften";"17 Briesnitz und westliche OS";1804;55;364;407;393;387;150;48;1105
"2008";"01 Innere Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";1063;128;471;286;138;37;3;0;88
"2008";"02 Pirnaische Vorstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";3962;588;2222;934;200;17;0;1;208
"2008";"03 Seevorstadt-Ost";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4149;1333;1085;1445;229;44;7;6;283
"2008";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4883;527;2101;1787;453;11;4;0;363
"2008";"05 Friedrichstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";4021;617;1656;1316;365;59;8;0;360
"2008";"06 Johannstadt-Nord";"StB 0 Altstadt";"02 Johannstadt";6072;592;2455;2366;571;74;9;5;311
"2008";"07 Johannstadt-Süd";"StB 0 Altstadt";"02 Johannstadt";7101;571;3070;3106;331;17;1;5;462
"2008";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";9591;1085;4139;2922;1004;331;66;44;1119
"2008";"12 Radeberger Vorstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";4527;553;1253;1580;788;239;73;41;738
"2008";"13 Innere Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";3800;523;1234;1407;505;87;33;11;423
"2008";"14 Leipziger Vorstadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";6488;501;2716;2357;732;139;37;6;776
"2008";"15 Albertstadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";1153;165;459;400;99;26;1;3;122
"2008";"21 Pieschen-Süd";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6446;464;3072;2256;485;133;26;10;790
"2008";"22 Mickten";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";7181;628;2934;2798;638;145;29;9;944
"2008";"23 Kaditz";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";3103;195;1384;1043;296;112;48;25;904
"2008";"24 Trachau";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";5392;275;1798;2101;918;209;63;28;1245
"2008";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";6965;474;3073;2418;742;201;44;13;1102
"2008";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";7428;975;1810;2564;1415;429;155;80;1878
"2008";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2989;112;618;912;675;415;177;80;2022
"2008";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";2643;64;472;733;721;443;153;57;1808
"2008";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"06 StB Klotzsche und nördliche OS";1903;45;314;599;435;314;162;34;1098
"2008";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";2945;159;795;819;610;280;168;114;1253
"2008";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";5609;298;1261;1804;1225;634;236;151;2319
"2008";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";1708;73;411;530;347;190;101;56;921
